study_name,instrument_name,question_name,concept_name
soep-is,soep-is-2011,q1,lela
soep-is,soep-is-2011,a000c,name
soep-is,soep-is-2011,a000c,lsex
soep-is,soep-is-2011,a000c,lgeb
soep-is,soep-is-2011,a000c,lgebmo
soep-is,soep-is-2011,q8,hvj
soep-is,soep-is-2011,q9,hwj
soep-is,soep-is-2011,q9,hwm
soep-is,soep-is-2011,q10,hhtyp
soep-is,soep-is-2011,q11,hheim
soep-is,soep-is-2011,q12,hwohn09
soep-is,soep-is-2011,q13.1,hwohn09a
soep-is,soep-is-2011,q13.2,hwohn09a
soep-is,soep-is-2011,q13.3,hwohn09a
soep-is,soep-is-2011,q13.4,hwohn09a
soep-is,soep-is-2011,q14,hqm
soep-is,soep-is-2011,q15,hwohn08
soep-is,soep-is-2011,q16,hzus
soep-is,soep-is-2011,q17,hh01
soep-is,soep-is-2011,q17,hh02
soep-is,soep-is-2011,q17,hh11
soep-is,soep-is-2011,q17,hh03
soep-is,soep-is-2011,q17,hh05
soep-is,soep-is-2011,q17,hh06
soep-is,soep-is-2011,q17,hh07
soep-is,soep-is-2011,q17,hh08
soep-is,soep-is-2011,q17,hh09
soep-is,soep-is-2011,q17,hh10
soep-is,soep-is-2011,q17,hh04
soep-is,soep-is-2011,q17a,hh01a
soep-is,soep-is-2011,q17b,hh02a
soep-is,soep-is-2011,q17c,hh11a
soep-is,soep-is-2011,q17d,hh03a
soep-is,soep-is-2011,q17e,hh05a
soep-is,soep-is-2011,q17f,hh06a
soep-is,soep-is-2011,q17g,hh07a
soep-is,soep-is-2011,q17h,hh08a
soep-is,soep-is-2011,q17i,hh09a
soep-is,soep-is-2011,q17j,hh10a
soep-is,soep-is-2011,q17k,hh04a
soep-is,soep-is-2011,q18,hm01
soep-is,soep-is-2011,q19,hm04
soep-is,soep-is-2011,q19,hm05
soep-is,soep-is-2011,q20,hm06
soep-is,soep-is-2011,q21,hm09
soep-is,soep-is-2011,q22,hm10
soep-is,soep-is-2011,q22,hm11
soep-is,soep-is-2011,q23,hzahl
soep-is,soep-is-2011,q24,he01
soep-is,soep-is-2011,q25,he02
soep-is,soep-is-2011,q25b,hzahl1
soep-is,soep-is-2011,q26,he03
soep-is,soep-is-2011,q27,he05
soep-is,soep-is-2011,q28,he06
soep-is,soep-is-2011,q29,he07
soep-is,soep-is-2011,q30,hverm1
soep-is,soep-is-2011,q31,hverm2
soep-is,soep-is-2011,q32a,hverm3
soep-is,soep-is-2011,q32b,hverm4
soep-is,soep-is-2011,q33,hkred1
soep-is,soep-is-2011,q34,hkred2
soep-is,soep-is-2011,q35,hwa
soep-is,soep-is-2011,q36,hzins1
soep-is,soep-is-2011,q37,hzins2
soep-is,soep-is-2011,q38,hdkg1
soep-is,soep-is-2011,q38,hdkz1
soep-is,soep-is-2011,q38,hdag1
soep-is,soep-is-2011,q38,hdpg1
soep-is,soep-is-2011,q38,hdsh1
soep-is,soep-is-2011,q38,hdgs1
soep-is,soep-is-2011,q38,hdwg1
soep-is,soep-is-2011,q39,hdkg2
soep-is,soep-is-2011,q40,hdkg3
soep-is,soep-is-2011,q41,hdkz2
soep-is,soep-is-2011,q42,hdag2
soep-is,soep-is-2011,q43,hdpg2
soep-is,soep-is-2011,q44,hdsh2
soep-is,soep-is-2011,q45,hdgs2
soep-is,soep-is-2011,q46,hdwg2
soep-is,soep-is-2011,q47,hnetto
soep-is,soep-is-2011,q47n1,znetto
soep-is,soep-is-2011,q48,hspar1
soep-is,soep-is-2011,q48.1,hspar2
soep-is,soep-is-2011,q49,hpfleg
soep-is,soep-is-2011,q50,hpstuf
soep-is,soep-is-2011,q52,pzuf01
soep-is,soep-is-2011,q52,pzuf20
soep-is,soep-is-2011,q52,pzuf02
soep-is,soep-is-2011,q52,pzuf04
soep-is,soep-is-2011,q52,pzuf05
soep-is,soep-is-2011,q52,pzuf07
soep-is,soep-is-2011,q52,pzuf08
soep-is,soep-is-2011,q52,pzuf13
soep-is,soep-is-2011,q53,pgef1
soep-is,soep-is-2011,q53,pgef2
soep-is,soep-is-2011,q53,pgef3
soep-is,soep-is-2011,q53,pgef4
soep-is,soep-is-2011,q54,prisk
soep-is,soep-is-2011,q55,ieigiat04
soep-is,soep-is-2011,q55,ieigiat01
soep-is,soep-is-2011,q55,ieigiat03
soep-is,soep-is-2011,q55,ieigiat02
soep-is,soep-is-2011,q56m,ityp101
soep-is,soep-is-2011,q56m,ityp102
soep-is,soep-is-2011,q56m,ityp103
soep-is,soep-is-2011,q56m,ityp104
soep-is,soep-is-2011,q56m,ityp105
soep-is,soep-is-2011,q56m,ityp106
soep-is,soep-is-2011,q56m,ityp107
soep-is,soep-is-2011,q56m,ityp108
soep-is,soep-is-2011,q56m,ityp109
soep-is,soep-is-2011,q56m,ityp110
soep-is,soep-is-2011,q56m,ityp111
soep-is,soep-is-2011,q56m,ityp112
soep-is,soep-is-2011,q56m,ityp113
soep-is,soep-is-2011,q56m,ityp114
soep-is,soep-is-2011,q56m,ityp115
soep-is,soep-is-2011,q57f,ityp201
soep-is,soep-is-2011,q57f,ityp202
soep-is,soep-is-2011,q57f,ityp203
soep-is,soep-is-2011,q57f,ityp204
soep-is,soep-is-2011,q57f,ityp205
soep-is,soep-is-2011,q57f,ityp206
soep-is,soep-is-2011,q57f,ityp207
soep-is,soep-is-2011,q57f,ityp208
soep-is,soep-is-2011,q57f,ityp209
soep-is,soep-is-2011,q57f,ityp210
soep-is,soep-is-2011,q57f,ityp211
soep-is,soep-is-2011,q57f,ityp212
soep-is,soep-is-2011,q57f,ityp213
soep-is,soep-is-2011,q57f,ityp214
soep-is,soep-is-2011,q57f,ityp215
soep-is,soep-is-2011,q58,ppol1
soep-is,soep-is-2011,q59,ppol2
soep-is,soep-is-2011,q60,ppol3
soep-is,soep-is-2011,q60,ppolso
soep-is,soep-is-2011,q60b,porg1
soep-is,soep-is-2011,q60b,porg2
soep-is,soep-is-2011,q60b,porg3
soep-is,soep-is-2011,q60b,porg4
soep-is,soep-is-2011,q60b,porg5
soep-is,soep-is-2011,q61,pfz1
soep-is,soep-is-2011,q61,pfz2
soep-is,soep-is-2011,q61,pfz3
soep-is,soep-is-2011,q61,pfz4
soep-is,soep-is-2011,q61,pfz5
soep-is,soep-is-2011,q61,pfz6
soep-is,soep-is-2011,q61,pfz7
soep-is,soep-is-2011,q61,pfz8
soep-is,soep-is-2011,q61,pfz9
soep-is,soep-is-2011,q62,psta1
soep-is,soep-is-2011,q63,ppnat
soep-is,soep-is-2011,q64,pfamst
soep-is,soep-is-2011,q65,pp1
soep-is,soep-is-2011,q66,pp2
soep-is,soep-is-2011,q67,lsta1
soep-is,soep-is-2011,q68,lsta2
soep-is,soep-is-2011,q69,lzug01
soep-is,soep-is-2011,q70,lsta1a
soep-is,soep-is-2011,q71,lpnat
soep-is,soep-is-2011,q72,lsta3
soep-is,soep-is-2011,q74,pp1a
soep-is,soep-is-2011,q75,ppnam
soep-is,soep-is-2011,q76,ppja
soep-is,soep-is-2011,q77,pp2a
soep-is,soep-is-2011,q78,ppleb1a
soep-is,soep-is-2011,q79,ppleba
soep-is,soep-is-2011,q80,pplebja
soep-is,soep-is-2011,q81,pehe1a
soep-is,soep-is-2011,q81b,pehe2a
soep-is,soep-is-2011,q83,pp1b
soep-is,soep-is-2011,q84,ppjb
soep-is,soep-is-2011,q85,ppendb
soep-is,soep-is-2011,q86,ppend2b
soep-is,soep-is-2011,q87,ppleb1b
soep-is,soep-is-2011,q88,ppleb2b
soep-is,soep-is-2011,q89,ppleb3b
soep-is,soep-is-2011,q89,ppleb4b
soep-is,soep-is-2011,q90,pehe1b
soep-is,soep-is-2011,q91,pehe2b
soep-is,soep-is-2011,q92,pehe3b
soep-is,soep-is-2011,q93,pehe4b
soep-is,soep-is-2011,q94,pehe1e
soep-is,soep-is-2011,q95,pehe4e
soep-is,soep-is-2011,q96,pehe5e
soep-is,soep-is-2011,q97,pehe6e
soep-is,soep-is-2011,q98,pehe7e
soep-is,soep-is-2011,q99_q100,lgesch3
soep-is,soep-is-2011,q99_q100,lgesch2
soep-is,soep-is-2011,q99_q100,lgesch1
soep-is,soep-is-2011,lq99_q100r4,lgesch4
soep-is,soep-is-2011,q102,lkind
soep-is,soep-is-2011,q102,lkno
soep-is,soep-is-2011,q105,lknam
soep-is,soep-is-2011,q106,lksex
soep-is,soep-is-2011,q107,lkgeb
soep-is,soep-is-2011,q108,lkwo
soep-is,soep-is-2011,q109,p01v
soep-is,soep-is-2011,q109,p02v
soep-is,soep-is-2011,q109,p03v
soep-is,soep-is-2011,q109,p04v
soep-is,soep-is-2011,q109,p05v
soep-is,soep-is-2011,q109,p06v
soep-is,soep-is-2011,q109,p07v
soep-is,soep-is-2011,q109,p08v
soep-is,soep-is-2011,q109,p09v
soep-is,soep-is-2011,q109,p10v
soep-is,soep-is-2011,q109,p11v
soep-is,soep-is-2011,q109,p12v
soep-is,soep-is-2011,q109,p13v
soep-is,soep-is-2011,q109,p14v
soep-is,soep-is-2011,q109,p15v
soep-is,soep-is-2011,q109,p16v
soep-is,soep-is-2011,q109,pvka
soep-is,soep-is-2011,q109c,p02va
soep-is,soep-is-2011,q109c.1,p07va
soep-is,soep-is-2011,q109c.2,p08va
soep-is,soep-is-2011,q109c.3,p09va
soep-is,soep-is-2011,q109c.4,p10va
soep-is,soep-is-2011,q109c.5,p11va
soep-is,soep-is-2011,q109c.6,p12va
soep-is,soep-is-2011,q109c.7,p13va
soep-is,soep-is-2011,q109c.8,p14va
soep-is,soep-is-2011,q109c.9,p15va
soep-is,soep-is-2011,q109c.10,p16va
soep-is,soep-is-2011,q109d.1,p01vb
soep-is,soep-is-2011,q109d.2,p02vb
soep-is,soep-is-2011,q109d.3,p03vb
soep-is,soep-is-2011,q109d.4,p04vb
soep-is,soep-is-2011,q109d.5,p05vb
soep-is,soep-is-2011,q109d.6,p06vb
soep-is,soep-is-2011,q109d.7,p07vb
soep-is,soep-is-2011,q109d.8,p08vb
soep-is,soep-is-2011,q109d.9,p09vb
soep-is,soep-is-2011,q109d.10,p10vb
soep-is,soep-is-2011,q109d.11,p11vb
soep-is,soep-is-2011,q109d.12,p12vb
soep-is,soep-is-2011,q109d.13,p13vb
soep-is,soep-is-2011,q109d.14,p14vb
soep-is,soep-is-2011,q109d.15,p15vb
soep-is,soep-is-2011,q109d.16,p16vb
soep-is,soep-is-2011,q110,pbez06
soep-is,soep-is-2011,q111,lkh03
soep-is,soep-is-2011,q111,lkh04
soep-is,soep-is-2011,q111,lkh05
soep-is,soep-is-2011,q111,lkh06
soep-is,soep-is-2011,q111,lkh07
soep-is,soep-is-2011,q111,lkh08
soep-is,soep-is-2011,q111,lkh09
soep-is,soep-is-2011,q111,lkh10
soep-is,soep-is-2011,q112,lwied
soep-is,soep-is-2011,q113,l2wohn1
soep-is,soep-is-2011,q114,l2wohn3
soep-is,soep-is-2011,q116,hkind
soep-is,soep-is-2011,q117a,hknam
soep-is,soep-is-2011,q117a,hkgeb
soep-is,soep-is-2011,q117a,hksex
soep-is,soep-is-2011,q117b,hkgebmo
soep-is,soep-is-2011,q119,awoch
soep-is,soep-is-2011,q120a,agro
soep-is,soep-is-2011,q120b,akop
soep-is,soep-is-2011,q120c,agew
soep-is,soep-is-2011,q121,aunt
soep-is,soep-is-2011,q122,astor
soep-is,soep-is-2011,q123,astor1
soep-is,soep-is-2011,q123,astor2
soep-is,soep-is-2011,q123,astor3
soep-is,soep-is-2011,q123,astor4
soep-is,soep-is-2011,q123,astor5
soep-is,soep-is-2011,q123,astor6
soep-is,soep-is-2011,q123,astor7
soep-is,soep-is-2011,q123,astor8
soep-is,soep-is-2011,q123,astor9
soep-is,soep-is-2011,q124,aein1
soep-is,soep-is-2011,q125,aein1s
soep-is,soep-is-2011,q126,abet5
soep-is,soep-is-2011,q126,abet3
soep-is,soep-is-2011,q126,abet1
soep-is,soep-is-2011,q126,abet2
soep-is,soep-is-2011,q126,abet4
soep-is,soep-is-2011,q126,abetka
soep-is,soep-is-2011,q127,aein1
soep-is,soep-is-2011,q128,aein1s
soep-is,soep-is-2011,q129,abet5
soep-is,soep-is-2011,q129,abet3
soep-is,soep-is-2011,q129,abet1
soep-is,soep-is-2011,q129,abet2
soep-is,soep-is-2011,q129,abet4
soep-is,soep-is-2011,q129,abetka
soep-is,soep-is-2011,q130a,bver01
soep-is,soep-is-2011,q130a,bver02
soep-is,soep-is-2011,q130a,bver03
soep-is,soep-is-2011,q130a,bver04
soep-is,soep-is-2011,q130a,bver05
soep-is,soep-is-2011,q130a,bver06
soep-is,soep-is-2011,q130a,bver07
soep-is,soep-is-2011,q130a,bver08
soep-is,soep-is-2011,q130b,bver09
soep-is,soep-is-2011,q130b,bver10
soep-is,soep-is-2011,q130b,bver11
soep-is,soep-is-2011,q130b,bver12
soep-is,soep-is-2011,q130b,bver13
soep-is,soep-is-2011,q130b,bver14
soep-is,soep-is-2011,q130b,bver15
soep-is,soep-is-2011,q130b,bver16
soep-is,soep-is-2011,q130b,bver17
soep-is,soep-is-2011,q131,bgew
soep-is,soep-is-2011,q131b,agro
soep-is,soep-is-2011,q132,bstor
soep-is,soep-is-2011,q133,bstor01
soep-is,soep-is-2011,q133,bstor02
soep-is,soep-is-2011,q133,bstor03
soep-is,soep-is-2011,q133,bstor04
soep-is,soep-is-2011,q133,bstor05
soep-is,soep-is-2011,q133,bstor06
soep-is,soep-is-2011,q133,bstor07
soep-is,soep-is-2011,q133,bstor08
soep-is,soep-is-2011,q133,bstor09
soep-is,soep-is-2011,q133,bstor10
soep-is,soep-is-2011,q133,bstor11
soep-is,soep-is-2011,q133,bstor12
soep-is,soep-is-2011,q133,bstor14
soep-is,soep-is-2011,q133,bstor13
soep-is,soep-is-2011,q134,bvergl1
soep-is,soep-is-2011,q134,bvergl2
soep-is,soep-is-2011,q134,bvergl3
soep-is,soep-is-2011,q134,bvergl4
soep-is,soep-is-2011,q135,cein3cein4
soep-is,soep-is-2011,q136,cein9
soep-is,soep-is-2011,q137,aein1
soep-is,soep-is-2011,q137b,aein1s
soep-is,soep-is-2011,q138,abet5
soep-is,soep-is-2011,q138,abet3
soep-is,soep-is-2011,q138,abet1
soep-is,soep-is-2011,q138,abet2
soep-is,soep-is-2011,q138,abet4
soep-is,soep-is-2011,q139a,bver01
soep-is,soep-is-2011,q139a,bver02
soep-is,soep-is-2011,q139a,bver03
soep-is,soep-is-2011,q139a,bver04
soep-is,soep-is-2011,q139a,bver05
soep-is,soep-is-2011,q139a,bver06
soep-is,soep-is-2011,q139a,bver07
soep-is,soep-is-2011,q139a,bver08
soep-is,soep-is-2011,q139b,bver09
soep-is,soep-is-2011,q139b,bver10
soep-is,soep-is-2011,q139b,bver11
soep-is,soep-is-2011,q139b,bver12
soep-is,soep-is-2011,q139b,bver13
soep-is,soep-is-2011,q139b,bver14
soep-is,soep-is-2011,q139b,bver15
soep-is,soep-is-2011,q139b,bver16
soep-is,soep-is-2011,q139b,bver17
soep-is,soep-is-2011,q140,bgew
soep-is,soep-is-2011,q140b,agro
soep-is,soep-is-2011,q141,bstor
soep-is,soep-is-2011,q142,cstor1
soep-is,soep-is-2011,q142,bstor05
soep-is,soep-is-2011,q142,bstor07
soep-is,soep-is-2011,q142,bstor08
soep-is,soep-is-2011,q142,bstor10
soep-is,soep-is-2011,q142,bstor11
soep-is,soep-is-2011,q142,bstor12
soep-is,soep-is-2011,q142,bstor14
soep-is,soep-is-2011,q142,bstor13
soep-is,soep-is-2011,q143,cverg01
soep-is,soep-is-2011,q143,cverg02
soep-is,soep-is-2011,q143,cverg03
soep-is,soep-is-2011,q143,cverg04
soep-is,soep-is-2011,q143,cverg05
soep-is,soep-is-2011,q143,cverg06
soep-is,soep-is-2011,q143,bvergl1
soep-is,soep-is-2011,q143,bvergl3
soep-is,soep-is-2011,q143,bvergl4
soep-is,soep-is-2011,q143,cverg10
soep-is,soep-is-2011,q144,csch1
soep-is,soep-is-2011,q144,csch2
soep-is,soep-is-2011,q144,csch3
soep-is,soep-is-2011,q145,csch4
soep-is,soep-is-2011,q145,csch5
soep-is,soep-is-2011,q145,csch6
soep-is,soep-is-2011,q11111,ivoriat
soep-is,soep-is-2011,q11113,ieb_iat_1
soep-is,soep-is-2011,q11113,ieb_iat_2
soep-is,soep-is-2011,q11114,ieb_iat_3
soep-is,soep-is-2011,q11114,ieb_iat_3o
soep-is,soep-is-2011,q11115,inachiat
soep-is,soep-is-2011,q11115,inachiato
soep-is,soep-is-2011,q145b,ivornaa01
soep-is,soep-is-2011,q145b,ivornaa02
soep-is,soep-is-2011,q145c,ivornab01
soep-is,soep-is-2011,q145c,ivornab02
soep-is,soep-is-2011,q145d,ivornac01
soep-is,soep-is-2011,q145d,ivornac02
soep-is,soep-is-2011,q145e,ivornad01
soep-is,soep-is-2011,q145e,ivornad02
soep-is,soep-is-2011,q146,pek01
soep-is,soep-is-2011,q146,pek02
soep-is,soep-is-2011,q146,pek03
soep-is,soep-is-2011,q146,pek04
soep-is,soep-is-2011,q146,pek05
soep-is,soep-is-2011,q146,pek06
soep-is,soep-is-2011,q146,pek07
soep-is,soep-is-2011,q146,pek08
soep-is,soep-is-2011,q146,pek09
soep-is,soep-is-2011,q146,pek23
soep-is,soep-is-2011,q146,pek18
soep-is,soep-is-2011,q146,pek11
soep-is,soep-is-2011,q146,pekno
soep-is,soep-is-2011,q147.1,pek011
soep-is,soep-is-2011,q147.2,pek021
soep-is,soep-is-2011,q147.3,pek031
soep-is,soep-is-2011,q147.4,pek051
soep-is,soep-is-2011,q147.5,pek061
soep-is,soep-is-2011,q147.6,pek071
soep-is,soep-is-2011,q147.7,pek081
soep-is,soep-is-2011,q147.8,pek091
soep-is,soep-is-2011,q147.9,pek231
soep-is,soep-is-2011,q147.10,pek181
soep-is,soep-is-2011,q147,pek111
soep-is,soep-is-2011,q147b,irenta
soep-is,soep-is-2011,q147c,irentb
soep-is,soep-is-2011,q147d,irentc
soep-is,soep-is-2011,q147e,irentd
soep-is,soep-is-2011,q148,p7tag
soep-is,soep-is-2011,q149,perz
soep-is,soep-is-2011,q150,lsab2
soep-is,soep-is-2011,q151,lsab3
soep-is,soep-is-2011,q152,lsab7
soep-is,soep-is-2011,q153,lsab7
soep-is,soep-is-2011,q154,lsab9
soep-is,soep-is-2011,q155,lsab5
soep-is,soep-is-2011,q155b,lsab1
soep-is,soep-is-2011,q156,lab01
soep-is,soep-is-2011,q157,lab02
soep-is,soep-is-2011,q157,lab02
soep-is,soep-is-2011,q157,lab03
soep-is,soep-is-2011,q157,lab03
soep-is,soep-is-2011,q157,lab04
soep-is,soep-is-2011,q157,lab05
soep-is,soep-is-2011,q157,lab06
soep-is,soep-is-2011,q157,lab07
soep-is,soep-is-2011,q157,lab07
soep-is,soep-is-2011,q157,lab08
soep-is,soep-is-2011,q158,lab08x
soep-is,soep-is-2011,q159,paus1
soep-is,soep-is-2011,q160,paus
soep-is,soep-is-2011,q160a,paus2
soep-is,soep-is-2011,q160c.1,lal10a
soep-is,soep-is-2011,q160d,lal10b
soep-is,soep-is-2011,q160c.2,palomitlela
soep-is,soep-is-2011,q160e,lal10c
soep-is,soep-is-2011,q160f,lbesch10
soep-is,soep-is-2011,q160f,lbesch10n
soep-is,soep-is-2011,q16006,palo
soep-is,soep-is-2011,q161,perw
soep-is,soep-is-2011,q162,paz12
soep-is,soep-is-2011,q163,pbefr2
soep-is,soep-is-2011,q164,paz11
soep-is,soep-is-2011,q164b,lend
soep-is,soep-is-2011,q164b,l1no
soep-is,soep-is-2011,q165c,lstd
soep-is,soep-is-2011,q165d,loed
soep-is,soep-is-2011,q164e,pbra
soep-is,soep-is-2011,q165a,larb
soep-is,soep-is-2011,q165b2,lsst
soep-is,soep-is-2011,q165c2,lsst
soep-is,soep-is-2011,q165d2,lazubi
soep-is,soep-is-2011,q165e2,lang
soep-is,soep-is-2011,q165f2,lamt
soep-is,soep-is-2011,q166,pnerw02
soep-is,soep-is-2011,q167,pnerw10
soep-is,soep-is-2011,q168,pnerw09
soep-is,soep-is-2011,q169,pnerw11
soep-is,soep-is-2011,q169,pnerw12
soep-is,soep-is-2011,q169,pnerw13
soep-is,soep-is-2011,q170,pwexl1
soep-is,soep-is-2011,q171,pwexl4
soep-is,soep-is-2011,q172,pber
soep-is,soep-is-2011,q173,poed
soep-is,soep-is-2011,q174,pbra
soep-is,soep-is-2011,q175,x
soep-is,soep-is-2011,q176,pvor1
soep-is,soep-is-2011,q177,parb
soep-is,soep-is-2011,q178,pang
soep-is,soep-is-2011,q179,pamt
soep-is,soep-is-2011,q180,pazubi
soep-is,soep-is-2011,q181,pseitj
soep-is,soep-is-2011,q181,pseitm
soep-is,soep-is-2011,q182,pzaf
soep-is,soep-is-2011,q183,pbefr1
soep-is,soep-is-2011,q184,pgesunt
soep-is,soep-is-2011,q185,psstx
soep-is,soep-is-2011,q186,psst
soep-is,soep-is-2011,q187.1,paz08
soep-is,soep-is-2011,q188,paz10
soep-is,soep-is-2011,q188b,paz15
soep-is,soep-is-2011,q188b,paz16
soep-is,soep-is-2011,q188c,paz17
soep-is,soep-is-2011,q188c,paz18
soep-is,soep-is-2011,q189,pwohn1
soep-is,soep-is-2011,q190,pwohn3
soep-is,soep-is-2011,q191,pwohn4
soep-is,soep-is-2011,q191,pwohn5
soep-is,soep-is-2011,q192,pbrut
soep-is,soep-is-2011,q192,pnett
soep-is,soep-is-2011,q193,pjob01
soep-is,soep-is-2011,q194,pjob15
soep-is,soep-is-2011,q195,precht01
soep-is,soep-is-2011,q196,precht04
soep-is,soep-is-2011,q196,precht05
soep-is,soep-is-2011,q197,precht02
soep-is,soep-is-2011,q197,precht03
soep-is,soep-is-2011,q198,parb01
soep-is,soep-is-2011,q198,parb02
soep-is,soep-is-2011,q198,parb03
soep-is,soep-is-2011,q198,parb04
soep-is,soep-is-2011,q198,parb05
soep-is,soep-is-2011,q198,parb06
soep-is,soep-is-2011,q199,parb07
soep-is,soep-is-2011,q199,parb08
soep-is,soep-is-2011,q199,parb09
soep-is,soep-is-2011,q199,parb10
soep-is,soep-is-2011,q199,parb11
soep-is,soep-is-2011,q199,parb12
soep-is,soep-is-2011,q200,parb07a
soep-is,soep-is-2011,q200,parb08a
soep-is,soep-is-2011,q200,parb09a
soep-is,soep-is-2011,q200,parb10a
soep-is,soep-is-2011,q200,parb11a
soep-is,soep-is-2011,q200,parb12a
soep-is,soep-is-2011,q201,parb13
soep-is,soep-is-2011,q201,parb14
soep-is,soep-is-2011,q201,parb15
soep-is,soep-is-2011,q201,parb16
soep-is,soep-is-2011,q202,parb13a
soep-is,soep-is-2011,q202,parb14a
soep-is,soep-is-2011,q202,parb15a
soep-is,soep-is-2011,q202,parb16a
soep-is,soep-is-2011,q203,iroll01
soep-is,soep-is-2011,q203,iroll02
soep-is,soep-is-2011,q203,iroll03
soep-is,soep-is-2011,q203,iroll04
soep-is,soep-is-2011,q203,iroll05
soep-is,soep-is-2011,q203,iroll06
soep-is,soep-is-2011,q204,ifrber01
soep-is,soep-is-2011,q204,ifrber02
soep-is,soep-is-2011,q204,ifrber03
soep-is,soep-is-2011,q204,ifrber04
soep-is,soep-is-2011,q204,ifrber05
soep-is,soep-is-2011,q204,ifrber06
soep-is,soep-is-2011,q204,ifrber07
soep-is,soep-is-2011,q204,ifrber08
soep-is,soep-is-2011,q206,lv03a
soep-is,soep-is-2011,q207,lv03b
soep-is,soep-is-2011,q208,lv04
soep-is,soep-is-2011,q209,lv05
soep-is,soep-is-2011,q210,lv06
soep-is,soep-is-2011,q211,lv12
soep-is,soep-is-2011,q212,lv08
soep-is,soep-is-2011,q213,lv09
soep-is,soep-is-2011,q214,lv10
soep-is,soep-is-2011,q215,lv11
soep-is,soep-is-2011,q216,lv07
soep-is,soep-is-2011,q217,lm03a
soep-is,soep-is-2011,q218,lm03b
soep-is,soep-is-2011,q219,lm04
soep-is,soep-is-2011,q220,lm05
soep-is,soep-is-2011,q221,lm06
soep-is,soep-is-2011,q222,lm12
soep-is,soep-is-2011,q223,lm08
soep-is,soep-is-2011,q224,lm09
soep-is,soep-is-2011,q225,lm10
soep-is,soep-is-2011,q226,lm11
soep-is,soep-is-2011,q227,lm07
soep-is,soep-is-2011,q228,lrelneu
soep-is,soep-is-2011,q229,lrel
soep-is,soep-is-2011,q230,lrelso
soep-is,soep-is-2011,q231,pges01
soep-is,soep-is-2011,q232,pges02
soep-is,soep-is-2011,q233,pschl1
soep-is,soep-is-2011,q233,pschl2
soep-is,soep-is-2011,q233c,peinsam1
soep-is,soep-is-2011,q233c,peinsam2
soep-is,soep-is-2011,q233c,peinsam3
soep-is,soep-is-2011,q234,pges14
soep-is,soep-is-2011,q235,pbeh1
soep-is,soep-is-2011,q236,pbeh2
soep-is,soep-is-2011,q237,pdr1
soep-is,soep-is-2011,q237,pdr2
soep-is,soep-is-2011,q238,pkr1
soep-is,soep-is-2011,q239,pkr6
soep-is,soep-is-2011,q239,pkr5
soep-is,soep-is-2011,q239,pkr4
soep-is,soep-is-2011,q240,pkr23
soep-is,soep-is-2011,q240,pkr7
soep-is,soep-is-2011,q240,pkr8
soep-is,soep-is-2011,q240,pkr9
soep-is,soep-is-2011,q240,pkr10
soep-is,soep-is-2011,q240,pkr11
soep-is,soep-is-2011,q240,pkr12
soep-is,soep-is-2011,q240,pkr13
soep-is,soep-is-2011,q240,pkr14
soep-is,soep-is-2011,q240,pkr15
soep-is,soep-is-2011,q240,pkr24
soep-is,soep-is-2011,q240,pkr25
soep-is,soep-is-2011,q240,pkr16
soep-is,soep-is-2011,q240,pkrno
soep-is,soep-is-2011,q240,pkrso
soep-is,soep-is-2011,q241,pkv01
soep-is,soep-is-2011,q242,pfs141
soep-is,soep-is-2011,q242,pfs011
soep-is,soep-is-2011,q242,pfs021
soep-is,soep-is-2011,q242,pfs031
soep-is,soep-is-2011,q242,pfs111
soep-is,soep-is-2011,q242,pfs041
soep-is,soep-is-2011,q242,pfs051
soep-is,soep-is-2011,q242,pfs061
soep-is,soep-is-2011,q242,pfs071
soep-is,soep-is-2011,q242,pfs081
soep-is,soep-is-2011,q242,pfs091
soep-is,soep-is-2011,q242,pfs121
soep-is,soep-is-2011,q242,pfs131
soep-is,soep-is-2011,q242,pfs101
soep-is,soep-is-2011,q242,pfsno
soep-is,soep-is-2011,q242,pfsso
soep-is,soep-is-2011,q243.01,pfs143
soep-is,soep-is-2011,q243.01,pfs142
soep-is,soep-is-2011,q243.02,pfs013
soep-is,soep-is-2011,q243.02,pfs012
soep-is,soep-is-2011,q243.03,pfs023
soep-is,soep-is-2011,q243.03,pfs022
soep-is,soep-is-2011,q243.04,pfs033
soep-is,soep-is-2011,q243.04,pfs032
soep-is,soep-is-2011,q243.05,pfs113
soep-is,soep-is-2011,q243.05,pfs112
soep-is,soep-is-2011,q243.06,pfs043
soep-is,soep-is-2011,q243.06,pfs042
soep-is,soep-is-2011,q243.07,pfs053
soep-is,soep-is-2011,q243.07,pfs052
soep-is,soep-is-2011,q243.08,pfs063
soep-is,soep-is-2011,q243.08,pfs062
soep-is,soep-is-2011,q243.09,pfs073
soep-is,soep-is-2011,q243.09,pfs072
soep-is,soep-is-2011,q243.10,pfs083
soep-is,soep-is-2011,q243.10,pfs082
soep-is,soep-is-2011,q243.11,pfs093
soep-is,soep-is-2011,q243.11,pfs092
soep-is,soep-is-2011,q243.12,pfs123
soep-is,soep-is-2011,q243.12,pfs122
soep-is,soep-is-2011,q243.13,pfs133
soep-is,soep-is-2011,q243.13,pfs132
soep-is,soep-is-2011,q243.14,pfs103
soep-is,soep-is-2011,q243.14,pfs102
soep-is,soep-is-2011,q244,pzule1
soep-is,soep-is-2011,q245,pzule2
