study_name,dataset_name,variable_name,instrument_name,question_name
soep-is,p,plc0183,soep-is-2012-haupt,Q156
soep-is,p,plc0183,soep-is-2013-a,Q192
soep-is,p,plc0183,soep-is-2013-f,Q192
soep-is,p,plc0183,soep-is-2014-a,Q181
soep-is,p,plc0183,soep-is-2014-f,Q181
soep-is,p,plc0183,soep-is-2015,Q238
soep-is,p,plc0183,soep-is-2016-a,Q228
soep-is,p,plc0183,soep-is-2016-f,Q228
soep-is,p,plc0184,soep-is-2011,Q147.10
soep-is,p,plc0184,soep-is-2012-aufwuchs,Q147.09
soep-is,p,plc0184,soep-is-2012-haupt,Q157.9
soep-is,p,plc0184,soep-is-2013-a,Q193
soep-is,p,plc0184,soep-is-2013-f,Q193.9
soep-is,p,plc0184,soep-is-2014-a,Q182
soep-is,p,plc0184,soep-is-2014-f,Q182.9
soep-is,p,plc0184,soep-is-2015,Q239h
soep-is,p,plc0184,soep-is-2016-a,Q229h
soep-is,p,plc0184,soep-is-2016-f,Q229h
soep-is,p,plc0202,soep-is-2011,Q146
soep-is,p,plc0202,soep-is-2012-aufwuchs,Q146
soep-is,p,plc0202,soep-is-2012-haupt,Q156
soep-is,p,plc0202,soep-is-2013-a,Q192
soep-is,p,plc0202,soep-is-2013-f,Q192
soep-is,p,plc0202,soep-is-2014-a,Q181
soep-is,p,plc0202,soep-is-2014-f,Q181
soep-is,p,plc0202,soep-is-2015,Q238
soep-is,p,plc0202,soep-is-2016-a,Q228
soep-is,p,plc0202,soep-is-2016-f,Q228
soep-is,p,plc0203,soep-is-2011,Q147
soep-is,p,plc0203,soep-is-2012-aufwuchs,Q147.12
soep-is,p,plc0203,soep-is-2012-haupt,Q157.12
soep-is,p,plc0203,soep-is-2013-a,Q193
soep-is,p,plc0203,soep-is-2013-f,Q193.12
soep-is,p,plc0203,soep-is-2014-a,Q182
soep-is,p,plc0203,soep-is-2014-f,Q182.12
soep-is,p,plc0203,soep-is-2015,Q239i
soep-is,p,plc0203,soep-is-2016-a,Q229i
soep-is,p,plc0203,soep-is-2016-f,Q229i
soep-is,p,plc0232,soep-is-2011,Q146
soep-is,p,plc0232,soep-is-2012-aufwuchs,Q146
soep-is,p,plc0232,soep-is-2012-haupt,Q156
soep-is,p,plc0232,soep-is-2013-a,Q192
soep-is,p,plc0232,soep-is-2013-f,Q192
soep-is,p,plc0232,soep-is-2014-a,Q181
soep-is,p,plc0232,soep-is-2014-f,Q181
soep-is,p,plc0232,soep-is-2015,Q238
soep-is,p,plc0232,soep-is-2016-a,Q228
soep-is,p,plc0232,soep-is-2016-f,Q228
soep-is,p,plc0233,soep-is-2011,Q147.1
soep-is,p,plc0233,soep-is-2012-aufwuchs,Q147.01
soep-is,p,plc0233,soep-is-2012-haupt,Q157.1
soep-is,p,plc0233,soep-is-2013-a,Q193
soep-is,p,plc0233,soep-is-2013-f,Q193.1
soep-is,p,plc0233,soep-is-2014-a,Q182
soep-is,p,plc0233,soep-is-2014-f,Q182.1
soep-is,p,plc0233,soep-is-2015,Q239a
soep-is,p,plc0233,soep-is-2016-a,Q229b
soep-is,p,plc0233,soep-is-2016-f,Q229b
soep-is,p,plc0273,soep-is-2011,Q146
soep-is,p,plc0273,soep-is-2012-aufwuchs,Q146
soep-is,p,plc0273,soep-is-2012-haupt,Q156
soep-is,p,plc0273,soep-is-2013-a,Q192
soep-is,p,plc0273,soep-is-2013-f,Q192
soep-is,p,plc0273,soep-is-2014-a,Q181
soep-is,p,plc0273,soep-is-2014-f,Q181
soep-is,p,plc0273,soep-is-2015,Q238
soep-is,p,plc0273,soep-is-2016-a,Q228
soep-is,p,plc0273,soep-is-2016-f,Q228
soep-is,p,plc0274,soep-is-2011,Q147.2
soep-is,p,plc0274,soep-is-2012-aufwuchs,Q147.02
soep-is,p,plc0274,soep-is-2012-haupt,Q157.2
soep-is,p,plc0274,soep-is-2013-a,Q193
soep-is,p,plc0274,soep-is-2013-f,Q193.2
soep-is,p,plc0274,soep-is-2014-a,Q182
soep-is,p,plc0274,soep-is-2014-f,Q182.2
soep-is,p,plc0274,soep-is-2015,Q239b
soep-is,p,plc0274,soep-is-2016-a,Q229c
soep-is,p,plc0274,soep-is-2016-f,Q229c
soep-is,p,pld0020,soep-is-2011,Q109
soep-is,p,pld0021,soep-is-2011,Q109D.1
soep-is,p,pld0022,soep-is-2011,Q109
soep-is,p,pld0023,soep-is-2011,Q109
soep-is,p,pld0024,soep-is-2011,Q109
soep-is,p,pld0025,soep-is-2011,Q109
soep-is,p,pld0026,soep-is-2011,Q109C.1
soep-is,p,pld0027,soep-is-2011,Q109
soep-is,p,pld0028,soep-is-2011,Q109C.2
soep-is,p,pld0029,soep-is-2011,Q109
soep-is,p,pld0030,soep-is-2011,Q109C.3
soep-is,p,pld0031,soep-is-2011,Q109
soep-is,p,pld0032,soep-is-2011,Q109C.4
soep-is,p,pld0033,soep-is-2011,Q109
soep-is,p,pld0034,soep-is-2011,Q109C.7
soep-is,p,pld0035,soep-is-2011,Q109
soep-is,p,pld0036,soep-is-2011,Q109C.10
soep-is,p,pld0037,soep-is-2011,Q109
soep-is,p,pld0038,soep-is-2011,Q242
soep-is,p,pld0038,soep-is-2012-aufwuchs,Q242
soep-is,p,pld0038,soep-is-2012-haupt,Q288
soep-is,p,pld0038,soep-is-2013-a,Q384
soep-is,p,pld0038,soep-is-2013-f,Q384
soep-is,p,pld0038,soep-is-2014-a,Q320
soep-is,p,pld0038,soep-is-2014-f,Q320
soep-is,p,pld0038,soep-is-2015,Q405
soep-is,p,pld0038,soep-is-2016-a,Q473
soep-is,p,pld0038,soep-is-2016-f,Q473
soep-is,p,pld0039,soep-is-2011,Q243.01
soep-is,p,pld0039,soep-is-2012-aufwuchs,Q243.01
soep-is,p,pld0039,soep-is-2012-haupt,Q289.01
soep-is,p,pld0039,soep-is-2013-a,Q385
soep-is,p,pld0039,soep-is-2013-f,Q385_1
soep-is,p,pld0039,soep-is-2014-a,Q321_a
soep-is,p,pld0039,soep-is-2014-f,Q321_a
soep-is,p,pld0039,soep-is-2015,Q406a
soep-is,p,pld0039,soep-is-2016-a,Q474a
soep-is,p,pld0039,soep-is-2016-f,Q474a
soep-is,p,pld0040,soep-is-2011,Q243.01
soep-is,p,pld0040,soep-is-2012-aufwuchs,Q243.01
soep-is,p,pld0040,soep-is-2012-haupt,Q289.01
soep-is,p,pld0040,soep-is-2013-a,Q385
soep-is,p,pld0040,soep-is-2013-f,Q385_1
soep-is,p,pld0040,soep-is-2014-a,Q321_a
soep-is,p,pld0040,soep-is-2014-f,Q321_a
soep-is,p,pld0040,soep-is-2015,Q406a
soep-is,p,pld0040,soep-is-2016-a,Q474a
soep-is,p,pld0040,soep-is-2016-f,Q474a
soep-is,p,pld0047,soep-is-2011,Q110
soep-is,p,pld0047,soep-is-2013-a,Q62
soep-is,p,pld0047,soep-is-2013-f,Q62
soep-is,p,pld0047,soep-is-2015,Q90
soep-is,p,pld0107,soep-is-2011,Q109C
soep-is,p,pld0108,soep-is-2011,Q109
soep-is,p,pld0109,soep-is-2011,Q109
soep-is,p,pld0110,soep-is-2011,Q109
soep-is,p,pld0111,soep-is-2011,Q109C.5
soep-is,p,pld0112,soep-is-2011,Q109
soep-is,p,pld0113,soep-is-2011,Q109C.6
soep-is,p,pld0114,soep-is-2011,Q109D.12
soep-is,p,pld0115,soep-is-2011,Q109
soep-is,p,pld0116,soep-is-2011,Q109C.8
soep-is,p,pld0117,soep-is-2011,Q109
soep-is,p,pld0118,soep-is-2011,Q109C.9
soep-is,p,pld0131,soep-is-2011,Q64
soep-is,p,pld0131,soep-is-2012-haupt,Q67
soep-is,p,pld0131,soep-is-2013-f,Q104
soep-is,p,pld0131,soep-is-2014-f,Q90
soep-is,p,pld0131,soep-is-2015,Q149
soep-is,p,pld0131,soep-is-2016-a,Q127
soep-is,p,pld0131,soep-is-2016-f,Q127
soep-is,p,pld0132,soep-is-2011,Q65
soep-is,p,pld0132,soep-is-2011,Q74
soep-is,p,pld0132,soep-is-2012-aufwuchs,Q74
soep-is,p,pld0132,soep-is-2012-haupt,Q68
soep-is,p,pld0132,soep-is-2012-haupt,Q86
soep-is,p,pld0132,soep-is-2013-f,Q105
soep-is,p,pld0132,soep-is-2013-f,Q115
soep-is,p,pld0132,soep-is-2014-a,Q101
soep-is,p,pld0132,soep-is-2014-f,Q101
soep-is,p,pld0132,soep-is-2014-f,Q91
soep-is,p,pld0132,soep-is-2015,Q150
soep-is,p,pld0132,soep-is-2015,Q160
soep-is,p,pld0132,soep-is-2016-a,Q128
soep-is,p,pld0132,soep-is-2016-f,Q128
soep-is,p,pld0133,soep-is-2011,Q66
soep-is,p,pld0133,soep-is-2011,Q77
soep-is,p,pld0133,soep-is-2012-aufwuchs,Q77
soep-is,p,pld0133,soep-is-2012-haupt,Q69
soep-is,p,pld0133,soep-is-2012-haupt,Q87
soep-is,p,pld0133,soep-is-2013-a,Q118
soep-is,p,pld0133,soep-is-2013-f,Q107
soep-is,p,pld0133,soep-is-2013-f,Q118
soep-is,p,pld0133,soep-is-2014-a,Q104
soep-is,p,pld0133,soep-is-2014-f,Q104
soep-is,p,pld0133,soep-is-2014-f,Q93
soep-is,p,pld0133,soep-is-2015,Q151
soep-is,p,pld0133,soep-is-2015,Q163
soep-is,p,pld0133,soep-is-2016-a,Q129
soep-is,p,pld0133,soep-is-2016-f,Q129
soep-is,p,pld0134,soep-is-2011,Q242
soep-is,p,pld0134,soep-is-2012-aufwuchs,Q242
soep-is,p,pld0134,soep-is-2012-haupt,Q288
soep-is,p,pld0134,soep-is-2013-a,Q384
soep-is,p,pld0134,soep-is-2013-f,Q384
soep-is,p,pld0134,soep-is-2014-a,Q320
soep-is,p,pld0134,soep-is-2014-f,Q320
soep-is,p,pld0134,soep-is-2015,Q405
soep-is,p,pld0134,soep-is-2016-a,Q473
soep-is,p,pld0134,soep-is-2016-f,Q473
soep-is,p,pld0135,soep-is-2011,Q243.02
soep-is,p,pld0135,soep-is-2012-aufwuchs,Q243.02
soep-is,p,pld0135,soep-is-2012-haupt,Q289.02
soep-is,p,pld0135,soep-is-2013-a,Q385
soep-is,p,pld0135,soep-is-2013-f,Q385_2
soep-is,p,pld0135,soep-is-2014-a,Q321_b
soep-is,p,pld0135,soep-is-2014-f,Q321_b
soep-is,p,pld0135,soep-is-2015,Q406b
soep-is,p,pld0135,soep-is-2016-a,Q474b
soep-is,p,pld0135,soep-is-2016-f,Q474b
soep-is,p,pld0136,soep-is-2011,Q243.02
soep-is,p,pld0136,soep-is-2012-aufwuchs,Q243.02
soep-is,p,pld0136,soep-is-2012-haupt,Q289.02
soep-is,p,pld0136,soep-is-2013-a,Q385
soep-is,p,pld0136,soep-is-2013-f,Q385_2
soep-is,p,pld0136,soep-is-2014-a,Q321_b
soep-is,p,pld0136,soep-is-2014-f,Q321_b
soep-is,p,pld0136,soep-is-2015,Q406b
soep-is,p,pld0136,soep-is-2016-a,Q474b
soep-is,p,pld0136,soep-is-2016-f,Q474b
soep-is,p,pld0137,soep-is-2011,Q242
soep-is,p,pld0137,soep-is-2012-aufwuchs,Q242
soep-is,p,pld0137,soep-is-2012-haupt,Q288
soep-is,p,pld0137,soep-is-2013-a,Q384
soep-is,p,pld0137,soep-is-2013-f,Q384
soep-is,p,pld0137,soep-is-2014-a,Q320
soep-is,p,pld0137,soep-is-2014-f,Q320
soep-is,p,pld0137,soep-is-2015,Q405
soep-is,p,pld0137,soep-is-2016-a,Q473
soep-is,p,pld0137,soep-is-2016-f,Q473
soep-is,p,pld0138,soep-is-2011,Q243.03
soep-is,p,pld0138,soep-is-2012-aufwuchs,Q243.03
soep-is,p,pld0138,soep-is-2012-haupt,Q289.03
soep-is,p,pld0138,soep-is-2013-a,Q385
soep-is,p,pld0138,soep-is-2013-f,Q385_3
soep-is,p,pld0138,soep-is-2014-a,Q321_c
soep-is,p,pld0138,soep-is-2014-f,Q321_c
soep-is,p,pld0138,soep-is-2015,Q406c
soep-is,p,pld0138,soep-is-2016-a,Q474c
soep-is,p,pld0138,soep-is-2016-f,Q474c
soep-is,p,pld0139,soep-is-2011,Q243.03
soep-is,p,pld0139,soep-is-2012-aufwuchs,Q243.03
soep-is,p,pld0139,soep-is-2012-haupt,Q289.03
soep-is,p,pld0139,soep-is-2013-a,Q385
soep-is,p,pld0139,soep-is-2013-f,Q385_3
soep-is,p,pld0139,soep-is-2014-a,Q321_c
soep-is,p,pld0139,soep-is-2014-f,Q321_c
soep-is,p,pld0139,soep-is-2015,Q406c
soep-is,p,pld0139,soep-is-2016-a,Q474c
soep-is,p,pld0139,soep-is-2016-f,Q474c
soep-is,p,pld0140,soep-is-2011,Q242
soep-is,p,pld0140,soep-is-2012-aufwuchs,Q242
soep-is,p,pld0140,soep-is-2012-haupt,Q288
soep-is,p,pld0140,soep-is-2013-a,Q384
soep-is,p,pld0140,soep-is-2013-f,Q384
soep-is,p,pld0140,soep-is-2014-a,Q320
soep-is,p,pld0140,soep-is-2014-f,Q320
soep-is,p,pld0140,soep-is-2015,Q405
soep-is,p,pld0140,soep-is-2016-a,Q473
soep-is,p,pld0140,soep-is-2016-f,Q473
soep-is,p,pld0141,soep-is-2011,Q243.08
soep-is,p,pld0141,soep-is-2012-aufwuchs,Q243.08
soep-is,p,pld0141,soep-is-2012-haupt,Q289.08
soep-is,p,pld0141,soep-is-2013-a,Q385
soep-is,p,pld0141,soep-is-2013-f,Q385_8
soep-is,p,pld0141,soep-is-2014-a,Q321_h
soep-is,p,pld0141,soep-is-2014-f,Q321_h
soep-is,p,pld0141,soep-is-2015,Q406j
soep-is,p,pld0141,soep-is-2016-a,Q474j
soep-is,p,pld0141,soep-is-2016-f,Q474j
soep-is,p,pld0142,soep-is-2011,Q243.08
soep-is,p,pld0142,soep-is-2012-aufwuchs,Q243.08
soep-is,p,pld0142,soep-is-2012-haupt,Q289.08
soep-is,p,pld0142,soep-is-2013-a,Q385
soep-is,p,pld0142,soep-is-2013-f,Q385_8
soep-is,p,pld0142,soep-is-2014-a,Q321_h
soep-is,p,pld0142,soep-is-2014-f,Q321_h
soep-is,p,pld0142,soep-is-2015,Q406j
soep-is,p,pld0142,soep-is-2016-a,Q474j
soep-is,p,pld0142,soep-is-2016-f,Q474j
soep-is,p,pld0143,soep-is-2011,Q242
soep-is,p,pld0143,soep-is-2012-aufwuchs,Q242
soep-is,p,pld0143,soep-is-2012-haupt,Q288
soep-is,p,pld0143,soep-is-2013-a,Q384
soep-is,p,pld0143,soep-is-2013-f,Q384
soep-is,p,pld0143,soep-is-2014-a,Q320
soep-is,p,pld0143,soep-is-2014-f,Q320
soep-is,p,pld0143,soep-is-2015,Q405
soep-is,p,pld0143,soep-is-2016-a,Q473
soep-is,p,pld0143,soep-is-2016-f,Q473
soep-is,p,pld0144,soep-is-2011,Q243.07
soep-is,p,pld0144,soep-is-2012-aufwuchs,Q243.07
soep-is,p,pld0144,soep-is-2012-haupt,Q289.07
soep-is,p,pld0144,soep-is-2013-a,Q385
soep-is,p,pld0144,soep-is-2013-f,Q385_7
soep-is,p,pld0144,soep-is-2014-a,Q321_g
soep-is,p,pld0144,soep-is-2014-f,Q321_g
soep-is,p,pld0144,soep-is-2015,Q406i
soep-is,p,pld0144,soep-is-2016-a,Q474i
soep-is,p,pld0144,soep-is-2016-f,Q474i
soep-is,p,pld0145,soep-is-2011,Q243.07
soep-is,p,pld0145,soep-is-2012-aufwuchs,Q243.07
soep-is,p,pld0145,soep-is-2012-haupt,Q289.07
soep-is,p,pld0145,soep-is-2013-a,Q385
soep-is,p,pld0145,soep-is-2013-f,Q385_7
soep-is,p,pld0145,soep-is-2014-a,Q321_g
soep-is,p,pld0145,soep-is-2014-f,Q321_g
soep-is,p,pld0145,soep-is-2015,Q406i
soep-is,p,pld0145,soep-is-2016-a,Q474i
soep-is,p,pld0145,soep-is-2016-f,Q474i
soep-is,p,pld0146,soep-is-2011,Q242
soep-is,p,pld0146,soep-is-2012-aufwuchs,Q242
soep-is,p,pld0146,soep-is-2012-haupt,Q288
soep-is,p,pld0146,soep-is-2013-a,Q384
soep-is,p,pld0146,soep-is-2013-f,Q384
soep-is,p,pld0146,soep-is-2014-a,Q320
soep-is,p,pld0146,soep-is-2014-f,Q320
soep-is,p,pld0146,soep-is-2015,Q405
soep-is,p,pld0146,soep-is-2016-a,Q473
soep-is,p,pld0146,soep-is-2016-f,Q473
soep-is,p,pld0147,soep-is-2011,Q243.09
soep-is,p,pld0147,soep-is-2012-aufwuchs,Q243.09
soep-is,p,pld0147,soep-is-2012-haupt,Q289.09
soep-is,p,pld0147,soep-is-2013-a,Q385
soep-is,p,pld0147,soep-is-2013-f,Q385_9
soep-is,p,pld0147,soep-is-2014-a,Q321_i
soep-is,p,pld0147,soep-is-2014-f,Q321_i
soep-is,p,pld0147,soep-is-2015,Q406k
soep-is,p,pld0147,soep-is-2016-a,Q474k
soep-is,p,pld0147,soep-is-2016-f,Q474k
soep-is,p,pld0148,soep-is-2011,Q243.09
soep-is,p,pld0148,soep-is-2012-aufwuchs,Q243.09
soep-is,p,pld0148,soep-is-2012-haupt,Q289.09
soep-is,p,pld0148,soep-is-2013-a,Q385
soep-is,p,pld0148,soep-is-2013-f,Q385_9
soep-is,p,pld0148,soep-is-2014-a,Q321_i
soep-is,p,pld0148,soep-is-2014-f,Q321_i
soep-is,p,pld0148,soep-is-2015,Q406k
soep-is,p,pld0148,soep-is-2016-a,Q474k
soep-is,p,pld0148,soep-is-2016-f,Q474k
soep-is,p,pld0149,soep-is-2011,Q242
soep-is,p,pld0149,soep-is-2012-aufwuchs,Q242
soep-is,p,pld0149,soep-is-2012-haupt,Q288
soep-is,p,pld0149,soep-is-2013-a,Q384
soep-is,p,pld0149,soep-is-2013-f,Q384
soep-is,p,pld0149,soep-is-2014-a,Q320
soep-is,p,pld0149,soep-is-2014-f,Q320
soep-is,p,pld0149,soep-is-2015,Q405
soep-is,p,pld0149,soep-is-2016-a,Q473
soep-is,p,pld0149,soep-is-2016-f,Q473
soep-is,p,pld0150,soep-is-2011,Q243.06
soep-is,p,pld0150,soep-is-2012-aufwuchs,Q243.06
soep-is,p,pld0150,soep-is-2012-haupt,Q289.06
soep-is,p,pld0150,soep-is-2013-a,Q385
soep-is,p,pld0150,soep-is-2013-f,Q385_6
soep-is,p,pld0150,soep-is-2014-a,Q321_f
soep-is,p,pld0150,soep-is-2014-f,Q321_f
soep-is,p,pld0150,soep-is-2015,Q406h
soep-is,p,pld0150,soep-is-2016-a,Q474h
soep-is,p,pld0150,soep-is-2016-f,Q474h
soep-is,p,pld0151,soep-is-2011,Q243.06
soep-is,p,pld0151,soep-is-2012-aufwuchs,Q243.06
soep-is,p,pld0151,soep-is-2012-haupt,Q289.06
soep-is,p,pld0151,soep-is-2013-a,Q385
soep-is,p,pld0151,soep-is-2013-f,Q385_6
soep-is,p,pld0151,soep-is-2014-a,Q321_f
soep-is,p,pld0151,soep-is-2014-f,Q321_f
soep-is,p,pld0151,soep-is-2015,Q406h
soep-is,p,pld0151,soep-is-2016-a,Q474h
soep-is,p,pld0151,soep-is-2016-f,Q474h
soep-is,p,pld0152,soep-is-2011,Q242
soep-is,p,pld0152,soep-is-2012-aufwuchs,Q242
soep-is,p,pld0152,soep-is-2012-haupt,Q288
soep-is,p,pld0152,soep-is-2013-a,Q384
soep-is,p,pld0152,soep-is-2013-f,Q384
soep-is,p,pld0152,soep-is-2014-a,Q320
soep-is,p,pld0152,soep-is-2014-f,Q320
soep-is,p,pld0152,soep-is-2015,Q405
soep-is,p,pld0152,soep-is-2016-a,Q473
soep-is,p,pld0152,soep-is-2016-f,Q473
soep-is,p,pld0153,soep-is-2011,Q243.04
soep-is,p,pld0153,soep-is-2012-aufwuchs,Q243.04
soep-is,p,pld0153,soep-is-2012-haupt,Q289.04
soep-is,p,pld0153,soep-is-2013-a,Q385
soep-is,p,pld0153,soep-is-2013-f,Q385_4
soep-is,p,pld0153,soep-is-2014-a,Q321_d
soep-is,p,pld0153,soep-is-2014-f,Q321_d
soep-is,p,pld0153,soep-is-2015,Q406f
soep-is,p,pld0153,soep-is-2016-a,Q474f
soep-is,p,pld0153,soep-is-2016-f,Q474f
soep-is,p,pld0154,soep-is-2011,Q243.04
soep-is,p,pld0154,soep-is-2012-aufwuchs,Q243.04
soep-is,p,pld0154,soep-is-2012-haupt,Q289.04
soep-is,p,pld0154,soep-is-2013-a,Q385
soep-is,p,pld0154,soep-is-2013-f,Q385_4
soep-is,p,pld0154,soep-is-2014-a,Q321_d
soep-is,p,pld0154,soep-is-2014-f,Q321_d
soep-is,p,pld0154,soep-is-2015,Q406f
soep-is,p,pld0154,soep-is-2016-a,Q474f
soep-is,p,pld0154,soep-is-2016-f,Q474f
soep-is,p,pld0155,soep-is-2011,Q242
soep-is,p,pld0155,soep-is-2012-aufwuchs,Q242
soep-is,p,pld0155,soep-is-2012-haupt,Q288
soep-is,p,pld0155,soep-is-2013-a,Q384
soep-is,p,pld0155,soep-is-2013-f,Q384
soep-is,p,pld0155,soep-is-2014-a,Q320
soep-is,p,pld0155,soep-is-2014-f,Q320
soep-is,p,pld0155,soep-is-2015,Q405
soep-is,p,pld0155,soep-is-2016-a,Q473
soep-is,p,pld0155,soep-is-2016-f,Q473
soep-is,p,pld0156,soep-is-2011,Q243.14
soep-is,p,pld0156,soep-is-2012-aufwuchs,Q243.14
soep-is,p,pld0156,soep-is-2012-haupt,Q289.14
soep-is,p,pld0156,soep-is-2013-a,Q385
soep-is,p,pld0156,soep-is-2013-f,Q385_14
soep-is,p,pld0156,soep-is-2014-f,Q321_n
soep-is,p,pld0156,soep-is-2015,Q406q
soep-is,p,pld0156,soep-is-2016-a,Q474q
soep-is,p,pld0156,soep-is-2016-f,Q474q
soep-is,p,pld0158,soep-is-2011,Q243.14
soep-is,p,pld0158,soep-is-2012-aufwuchs,Q243.14
soep-is,p,pld0158,soep-is-2012-haupt,Q289.14
soep-is,p,pld0158,soep-is-2013-a,Q385
soep-is,p,pld0158,soep-is-2013-f,Q385_14
soep-is,p,pld0158,soep-is-2014-f,Q321_n
soep-is,p,pld0158,soep-is-2015,Q406q
soep-is,p,pld0158,soep-is-2016-a,Q474q
soep-is,p,pld0158,soep-is-2016-f,Q474q
soep-is,p,pld0159,soep-is-2011,Q242
soep-is,p,pld0159,soep-is-2012-aufwuchs,Q242
soep-is,p,pld0159,soep-is-2012-haupt,Q288
soep-is,p,pld0159,soep-is-2013-a,Q384
soep-is,p,pld0159,soep-is-2013-f,Q384
soep-is,p,pld0159,soep-is-2014-a,Q320
soep-is,p,pld0159,soep-is-2014-f,Q320
soep-is,p,pld0159,soep-is-2015,Q405
soep-is,p,pld0159,soep-is-2016-a,Q473
soep-is,p,pld0160,soep-is-2011,Q242
soep-is,p,pld0160,soep-is-2012-aufwuchs,Q242
soep-is,p,pld0160,soep-is-2012-haupt,Q288
soep-is,p,pld0160,soep-is-2013-a,Q384
soep-is,p,pld0160,soep-is-2013-f,Q384
soep-is,p,pld0160,soep-is-2014-a,Q320
soep-is,p,pld0160,soep-is-2014-f,Q320
soep-is,p,pld0160,soep-is-2015,Q405
soep-is,p,pld0160,soep-is-2016-a,Q473
soep-is,p,pld0160,soep-is-2016-f,Q473
soep-is,p,pld0161,soep-is-2011,Q243.10
soep-is,p,pld0161,soep-is-2012-aufwuchs,Q243.10
soep-is,p,pld0161,soep-is-2012-haupt,Q289.10
soep-is,p,pld0161,soep-is-2013-a,Q385
soep-is,p,pld0161,soep-is-2013-f,Q385_10
soep-is,p,pld0161,soep-is-2014-a,Q321_j
soep-is,p,pld0161,soep-is-2014-f,Q321_j
soep-is,p,pld0161,soep-is-2015,Q406l
soep-is,p,pld0161,soep-is-2016-a,Q474l
soep-is,p,pld0161,soep-is-2016-f,Q474l
soep-is,p,pld0162,soep-is-2011,Q243.10
soep-is,p,pld0162,soep-is-2012-aufwuchs,Q243.10
soep-is,p,pld0162,soep-is-2012-haupt,Q289.10
soep-is,p,pld0162,soep-is-2013-a,Q385
soep-is,p,pld0162,soep-is-2013-f,Q385_10
soep-is,p,pld0162,soep-is-2014-a,Q321_j
soep-is,p,pld0162,soep-is-2014-f,Q321_j
soep-is,p,pld0162,soep-is-2015,Q406l
soep-is,p,pld0162,soep-is-2016-a,Q474l
soep-is,p,pld0162,soep-is-2016-f,Q474l
soep-is,p,pld0163,soep-is-2011,Q242
soep-is,p,pld0163,soep-is-2012-aufwuchs,Q242
soep-is,p,pld0163,soep-is-2012-haupt,Q288
soep-is,p,pld0163,soep-is-2013-a,Q384
soep-is,p,pld0163,soep-is-2013-f,Q384
soep-is,p,pld0163,soep-is-2014-a,Q320
soep-is,p,pld0163,soep-is-2014-f,Q320
soep-is,p,pld0163,soep-is-2015,Q405
soep-is,p,pld0163,soep-is-2016-a,Q473
soep-is,p,pld0163,soep-is-2016-f,Q473
soep-is,p,pld0164,soep-is-2011,Q243.11
soep-is,p,pld0164,soep-is-2012-aufwuchs,Q243.11
soep-is,p,pld0164,soep-is-2012-haupt,Q289.11
soep-is,p,pld0164,soep-is-2013-a,Q385
soep-is,p,pld0164,soep-is-2013-f,Q385_11
soep-is,p,pld0164,soep-is-2014-a,Q321_k
soep-is,p,pld0164,soep-is-2014-f,Q321_k
soep-is,p,pld0164,soep-is-2015,Q406m
soep-is,p,pld0164,soep-is-2016-a,Q474m
soep-is,p,pld0164,soep-is-2016-f,Q474m
soep-is,p,pld0165,soep-is-2011,Q243.11
soep-is,p,pld0165,soep-is-2012-aufwuchs,Q243.11
soep-is,p,pld0165,soep-is-2012-haupt,Q289.11
soep-is,p,pld0165,soep-is-2013-a,Q385
soep-is,p,pld0165,soep-is-2013-f,Q385_11
soep-is,p,pld0165,soep-is-2014-a,Q321_k
soep-is,p,pld0165,soep-is-2014-f,Q321_k
soep-is,p,pld0165,soep-is-2015,Q406m
soep-is,p,pld0165,soep-is-2016-a,Q474m
soep-is,p,pld0165,soep-is-2016-f,Q474m
soep-is,p,pld0166,soep-is-2011,Q242
soep-is,p,pld0166,soep-is-2012-aufwuchs,Q242
soep-is,p,pld0166,soep-is-2012-haupt,Q288
soep-is,p,pld0166,soep-is-2013-a,Q384
soep-is,p,pld0166,soep-is-2013-f,Q384
soep-is,p,pld0166,soep-is-2014-a,Q320
soep-is,p,pld0166,soep-is-2014-f,Q320
soep-is,p,pld0166,soep-is-2015,Q405
soep-is,p,pld0166,soep-is-2016-a,Q473
soep-is,p,pld0166,soep-is-2016-f,Q473
soep-is,p,pld0167,soep-is-2011,Q243.12
soep-is,p,pld0167,soep-is-2012-aufwuchs,Q243.12
soep-is,p,pld0167,soep-is-2012-haupt,Q289.12
soep-is,p,pld0167,soep-is-2013-a,Q385
soep-is,p,pld0167,soep-is-2013-f,Q385_12
soep-is,p,pld0167,soep-is-2014-a,Q321_l
soep-is,p,pld0167,soep-is-2014-f,Q321_l
soep-is,p,pld0167,soep-is-2015,Q406n
soep-is,p,pld0167,soep-is-2016-a,Q474n
soep-is,p,pld0167,soep-is-2016-f,Q474n
soep-is,p,pld0168,soep-is-2011,Q243.12
soep-is,p,pld0168,soep-is-2012-aufwuchs,Q243.12
soep-is,p,pld0168,soep-is-2012-haupt,Q289.12
soep-is,p,pld0168,soep-is-2013-a,Q385
soep-is,p,pld0168,soep-is-2013-f,Q385_12
soep-is,p,pld0168,soep-is-2014-a,Q321_l
soep-is,p,pld0168,soep-is-2014-f,Q321_l
soep-is,p,pld0168,soep-is-2015,Q406n
soep-is,p,pld0168,soep-is-2016-a,Q474n
soep-is,p,pld0168,soep-is-2016-f,Q474n
soep-is,p,pld0169,soep-is-2011,Q242
soep-is,p,pld0169,soep-is-2012-aufwuchs,Q242
