study,questionnaire,question,item,dataset,variable,concept
soep-is,soep-is-2012-haupt,Q153,lkgeb,L12_IS_W4,lkgeb4,
soep-is,soep-is-2012-haupt,Q153,lkgeb,L12_IS_W4,lkgeb1,
soep-is,soep-is-2012-haupt,Q153,lkgeb,L12_IS_W4,lkgeb3,
soep-is,soep-is-2012-haupt,Q153,lkgeb,L12_IS_W4,lkgeb10,
soep-is,soep-is-2012-haupt,Q153,lkgeb,L12_IS_W4,lkgeb8,
soep-is,soep-is-2012-haupt,Q154,,L12_IS_W4,lkmo2,
soep-is,soep-is-2012-haupt,Q154,,L12_IS_W4,lkmo6,
soep-is,soep-is-2012-haupt,Q154,,L12_IS_W4,lkmo10,
soep-is,soep-is-2012-haupt,Q154,,L12_IS_W4,lkmo1,
soep-is,soep-is-2012-haupt,Q154,,L12_IS_W4,lkmo5,
soep-is,soep-is-2012-haupt,Q154,,L12_IS_W4,lkmo7,
soep-is,soep-is-2012-haupt,Q154,,L12_IS_W4,lkmo3,
soep-is,soep-is-2012-haupt,Q154,,L12_IS_W4,lkmo9,
soep-is,soep-is-2012-haupt,Q154,,L12_IS_W4,lkmo4,
soep-is,soep-is-2012-haupt,Q154,,L12_IS_W4,lkmo8,
soep-is,soep-is-2012-haupt,Q155,,L12_IS_W4,lkwo3,
soep-is,soep-is-2012-haupt,Q155,,L12_IS_W4,lkwo6,
soep-is,soep-is-2012-haupt,Q155,,L12_IS_W4,lkwo5,
soep-is,soep-is-2012-haupt,Q155,,L12_IS_W4,lkwo1,
soep-is,soep-is-2012-haupt,Q155,,L12_IS_W4,lkwo10,
soep-is,soep-is-2012-haupt,Q155,,L12_IS_W4,lkwo2,
soep-is,soep-is-2012-haupt,Q155,,L12_IS_W4,lkwo4,
soep-is,soep-is-2012-haupt,Q155,,L12_IS_W4,lkwo9,
soep-is,soep-is-2012-haupt,Q155,,L12_IS_W4,lkwo7,
soep-is,soep-is-2012-haupt,Q155,,L12_IS_W4,lkwo8,
soep-is,soep-is-2012-haupt,Q156,pek01,P12_IS_W4,pek01,
soep-is,soep-is-2012-haupt,Q156,pek02,P12_IS_W4,pek02,
soep-is,soep-is-2012-haupt,Q156,pek03,P12_IS_W4,pek03,
soep-is,soep-is-2012-haupt,Q156,pek04,P12_IS_W4,pek04,
soep-is,soep-is-2012-haupt,Q156,pek05,P12_IS_W4,pek05,
soep-is,soep-is-2012-haupt,Q156,pek07,P12_IS_W4,pek07,
soep-is,soep-is-2012-haupt,Q156,pek08,P12_IS_W4,pek08,
soep-is,soep-is-2012-haupt,Q156,pek09,P12_IS_W4,pek09,
soep-is,soep-is-2012-haupt,Q156,pek11,P12_IS_W4,pek11,
soep-is,soep-is-2012-haupt,Q156,pek18,P12_IS_W4,pek18,
soep-is,soep-is-2012-haupt,Q156,pek20,P12_IS_W4,pek20,
soep-is,soep-is-2012-haupt,Q156,pek21,P12_IS_W4,pek21,
soep-is,soep-is-2012-haupt,Q156,pek22,P12_IS_W4,pek22,
soep-is,soep-is-2012-haupt,Q156,pekno,P12_IS_W4,pekno,
soep-is,soep-is-2012-haupt,Q157.1,pek011,P12_IS_W4,pek011,
soep-is,soep-is-2012-haupt,Q157.10,pek081,P12_IS_W4,pek081,
soep-is,soep-is-2012-haupt,Q157.11,pek091,P12_IS_W4,pek091,
soep-is,soep-is-2012-haupt,Q157.12,pek111,P12_IS_W4,pek111,
soep-is,soep-is-2012-haupt,Q157.2,pek021,P12_IS_W4,pek021,
soep-is,soep-is-2012-haupt,Q157.3,pek031,P12_IS_W4,pek031,
soep-is,soep-is-2012-haupt,Q157.4,pek051,P12_IS_W4,pek051,
soep-is,soep-is-2012-haupt,Q157.5,pek071,P12_IS_W4,pek071,
soep-is,soep-is-2012-haupt,Q157.6,pek201,P12_IS_W4,pek201,
soep-is,soep-is-2012-haupt,Q157.7,pek211,P12_IS_W4,pek211,
soep-is,soep-is-2012-haupt,Q157.8,pek221,P12_IS_W4,pek221,
soep-is,soep-is-2012-haupt,Q157.9,pek181,P12_IS_W4,pek181,
soep-is,soep-is-2012-haupt,Q158,,P12_IS_W4,p7tag,
soep-is,soep-is-2012-haupt,Q159,,P12_IS_W4,perz,
soep-is,soep-is-2012-haupt,Q16,,H12_IS_W4,hm06,
soep-is,soep-is-2012-haupt,Q160,,L12_IS_W4,lsab2,
soep-is,soep-is-2012-haupt,Q161,,L12_IS_W4,lsab3,
soep-is,soep-is-2012-haupt,Q162,,L12_IS_W4,lsab7,
soep-is,soep-is-2012-haupt,Q163,,notdirectlydelivered12,lsab7y,
soep-is,soep-is-2012-haupt,Q164,,L12_IS_W4,lsab9,
soep-is,soep-is-2012-haupt,Q165,,L12_IS_W4,lsab5,
soep-is,soep-is-2012-haupt,Q166,lsab1,L12_IS_W4,lsab1,
soep-is,soep-is-2012-haupt,Q167,,L12_IS_W4,lab01,
soep-is,soep-is-2012-haupt,Q168,2,notdirectlydelivered12,q168_2,
soep-is,soep-is-2012-haupt,Q168,4,notdirectlydelivered12,q168_4,
soep-is,soep-is-2012-haupt,Q168,8,notdirectlydelivered12,q168_8,
soep-is,soep-is-2012-haupt,Q168,lab02,L12_IS_W4,lab02,
soep-is,soep-is-2012-haupt,Q168,lab03,L12_IS_W4,lab03,
soep-is,soep-is-2012-haupt,Q168,lab04,L12_IS_W4,lab04,
soep-is,soep-is-2012-haupt,Q168,lab05,L12_IS_W4,lab05,
soep-is,soep-is-2012-haupt,Q168,lab06,L12_IS_W4,lab06,
soep-is,soep-is-2012-haupt,Q168,lab07,L12_IS_W4,lab07,
soep-is,soep-is-2012-haupt,Q168,lab08,L12_IS_W4,lab08,
soep-is,soep-is-2012-haupt,Q168,lab08ka,L12_IS_W4,lab08ka,
soep-is,soep-is-2012-haupt,Q169,,L12_IS_W4,lab08x,
soep-is,soep-is-2012-haupt,Q17,,H12_IS_W4,hm09,
soep-is,soep-is-2012-haupt,Q170,,P12_IS_W4,paus1,
soep-is,soep-is-2012-haupt,Q171,,P12_IS_W4,paus5,
soep-is,soep-is-2012-haupt,Q171,,P12_IS_W4,paus3,
soep-is,soep-is-2012-haupt,Q171,,P12_IS_W4,paus4,
soep-is,soep-is-2012-haupt,Q172,,P12_IS_W4,paus2,
soep-is,soep-is-2012-haupt,Q173,,L12_IS_W4,lal10a,
soep-is,soep-is-2012-haupt,Q174,lal10b,L12_IS_W4,lal10b,
soep-is,soep-is-2012-haupt,Q175,,P12_IS_W4,palo,
soep-is,soep-is-2012-haupt,Q176,lal10c,L12_IS_W4,lal10c,
soep-is,soep-is-2012-haupt,Q177,lbesch10,L12_IS_W4,lbesch10,
soep-is,soep-is-2012-haupt,Q177,lbesch10n,L12_IS_W4,lbesch10n,
soep-is,soep-is-2012-haupt,Q178,,L12_IS_W4,palo,
soep-is,soep-is-2012-haupt,Q179,,P12_IS_W4,pend1,
soep-is,soep-is-2012-haupt,Q18,hm10,H12_IS_W4,hm10,
soep-is,soep-is-2012-haupt,Q18,hm11,H12_IS_W4,hm11,
soep-is,soep-is-2012-haupt,Q180,pend2,P12_IS_W4,pend2,
soep-is,soep-is-2012-haupt,Q180,pend3,P12_IS_W4,pend3,
soep-is,soep-is-2012-haupt,Q180,pendka,P12_IS_W4,pendka,
soep-is,soep-is-2012-haupt,Q181,,P12_IS_W4,perw,
soep-is,soep-is-2012-haupt,Q182,,P12_IS_W4,paz12,
soep-is,soep-is-2012-haupt,Q183,,P12_IS_W4,pbefr2,
soep-is,soep-is-2012-haupt,Q184,,P12_IS_W4,paz11,
soep-is,soep-is-2012-haupt,Q185,l1no,notdirectlydelivered12,l1no,
soep-is,soep-is-2012-haupt,Q185,lend,P12_IS_W4,lend,
soep-is,soep-is-2012-haupt,Q186,,P12_IS_W4,lstd,
soep-is,soep-is-2012-haupt,Q187,,P12_IS_W4,l1oed,
soep-is,soep-is-2012-haupt,Q188,,P12_IS_W4,pnerw02,
soep-is,soep-is-2012-haupt,Q189,,P12_IS_W4,pnerw10,
soep-is,soep-is-2012-haupt,Q19,,H12_IS_W4,hzahl,
soep-is,soep-is-2012-haupt,Q190,,P12_IS_W4,pnerw09,
soep-is,soep-is-2012-haupt,Q191,,P12_IS_W4,pwexl1,
soep-is,soep-is-2012-haupt,Q192,pwexl14,P12_IS_W4,pwexl14,
soep-is,soep-is-2012-haupt,Q192,pwexl15,P12_IS_W4,pwexl15,
soep-is,soep-is-2012-haupt,Q193,,P12_IS_W4,pwexl4,
soep-is,soep-is-2012-haupt,Q194,,P12_IS_W4,pber,
soep-is,soep-is-2012-haupt,Q195,,P12_IS_W4,poed,
soep-is,soep-is-2012-haupt,Q196,,P12_IS_W4,pbra,
soep-is,soep-is-2012-haupt,Q197,,P12_IS_W4,pberka,
soep-is,soep-is-2012-haupt,Q198,,P12_IS_W4,pvor1,
soep-is,soep-is-2012-haupt,Q199,,P12_IS_W4,parb,
soep-is,soep-is-2012-haupt,Q20,,H12_IS_W4,he01,
soep-is,soep-is-2012-haupt,Q200,,P12_IS_W4,pang,
soep-is,soep-is-2012-haupt,Q201,,P12_IS_W4,pamt,
soep-is,soep-is-2012-haupt,Q202,,P12_IS_W4,pazubi,
soep-is,soep-is-2012-haupt,Q203,pseitj,P12_IS_W4,pseitj,
soep-is,soep-is-2012-haupt,Q203,pseitm,P12_IS_W4,pseitm,
soep-is,soep-is-2012-haupt,Q204,,P12_IS_W4,pzaf,
soep-is,soep-is-2012-haupt,Q205,,P12_IS_W4,pbefr1,
soep-is,soep-is-2012-haupt,Q206,,P12_IS_W4,pgesunt,
soep-is,soep-is-2012-haupt,Q207,,P12_IS_W4,psst4,
soep-is,soep-is-2012-haupt,Q208,,P12_IS_W4,psst3,
soep-is,soep-is-2012-haupt,Q208,,P12_IS_W4,psst1,
soep-is,soep-is-2012-haupt,Q208,,P12_IS_W4,psst2,
soep-is,soep-is-2012-haupt,Q209,paz08,P12_IS_W4,paz08,
soep-is,soep-is-2012-haupt,Q209,paz09,P12_IS_W4,paz09,
soep-is,soep-is-2012-haupt,Q21,,H12_IS_W4,he02,
soep-is,soep-is-2012-haupt,Q210,paz10,P12_IS_W4,paz10,
soep-is,soep-is-2012-haupt,Q211,paz15,P12_IS_W4,paz15,
soep-is,soep-is-2012-haupt,Q211,paz16,P12_IS_W4,paz16,
soep-is,soep-is-2012-haupt,Q212,paz17,P12_IS_W4,paz17,
soep-is,soep-is-2012-haupt,Q212,paz18,P12_IS_W4,paz18,
soep-is,soep-is-2012-haupt,Q213,,P12_IS_W4,pustd1,
soep-is,soep-is-2012-haupt,Q214,,P12_IS_W4,pustd2,
soep-is,soep-is-2012-haupt,Q215,,P12_IS_W4,pustd3,
soep-is,soep-is-2012-haupt,Q216,,P12_IS_W4,pustd4,
soep-is,soep-is-2012-haupt,Q217,pustd5,P12_IS_W4,pustd5,
soep-is,soep-is-2012-haupt,Q217,pustd6,P12_IS_W4,pustd6,
soep-is,soep-is-2012-haupt,Q218,,P12_IS_W4,pwohn1,
soep-is,soep-is-2012-haupt,Q219,,P12_IS_W4,pwohn3,
soep-is,soep-is-2012-haupt,Q22,,H12_IS_W4,hzahl1,
soep-is,soep-is-2012-haupt,Q220,pwohn4,P12_IS_W4,pwohn4,
soep-is,soep-is-2012-haupt,Q220,pwohn5,P12_IS_W4,pwohn5,
soep-is,soep-is-2012-haupt,Q221,pbrut,P12_IS_W4,pbrut,
soep-is,soep-is-2012-haupt,Q221,pnett,P12_IS_W4,pnett,
soep-is,soep-is-2012-haupt,Q222,,P12_IS_W4,pjob01,
soep-is,soep-is-2012-haupt,Q222,,P12_IS_W4,pjobno,
soep-is,soep-is-2012-haupt,Q223,pjob15,P12_IS_W4,pjob15,
soep-is,soep-is-2012-haupt,Q226,,CSM12_IS_W4,csm0902,
soep-is,soep-is-2012-haupt,Q226,csm0901,CSM12_IS_W4,csm0901,
soep-is,soep-is-2012-haupt,Q227,,CSM12_IS_W4,csm10,
soep-is,soep-is-2012-haupt,Q228,,CSM12_IS_W4,csm11,
soep-is,soep-is-2012-haupt,Q229a,csm1201,CSM12_IS_W4,csm1201,
soep-is,soep-is-2012-haupt,Q229a,csm1202,CSM12_IS_W4,csm1202,
soep-is,soep-is-2012-haupt,Q229a,csm1203,CSM12_IS_W4,csm1203,
soep-is,soep-is-2012-haupt,Q229a,csm1204,CSM12_IS_W4,csm1204,
soep-is,soep-is-2012-haupt,Q229a,csm1205,CSM12_IS_W4,csm1205,
soep-is,soep-is-2012-haupt,Q229a,csm1206,CSM12_IS_W4,csm1206,
soep-is,soep-is-2012-haupt,Q229b,csm1207,CSM12_IS_W4,csm1207,
soep-is,soep-is-2012-haupt,Q229b,csm1208,CSM12_IS_W4,csm1208,
soep-is,soep-is-2012-haupt,Q229b,csm1209,CSM12_IS_W4,csm1209,
soep-is,soep-is-2012-haupt,Q229b,csm1210,CSM12_IS_W4,csm1210,
soep-is,soep-is-2012-haupt,Q229b,csm1211,CSM12_IS_W4,csm1211,
soep-is,soep-is-2012-haupt,Q229b,csm1212,CSM12_IS_W4,csm1212,
soep-is,soep-is-2012-haupt,Q23,,H12_IS_W4,he03,
soep-is,soep-is-2012-haupt,Q230,,CSM12_IS_W4,csm0502,
soep-is,soep-is-2012-haupt,Q230,csm0501,CSM12_IS_W4,csm0501,
soep-is,soep-is-2012-haupt,Q231,,CSM12_IS_W4,csm06,
soep-is,soep-is-2012-haupt,Q232,,CSM12_IS_W4,csm07,
soep-is,soep-is-2012-haupt,Q233a,csm0801,CSM12_IS_W4,csm0801,
soep-is,soep-is-2012-haupt,Q233a,csm0802,CSM12_IS_W4,csm0802,
soep-is,soep-is-2012-haupt,Q233a,csm0803,CSM12_IS_W4,csm0803,
soep-is,soep-is-2012-haupt,Q233a,csm0804,CSM12_IS_W4,csm0804,
soep-is,soep-is-2012-haupt,Q233a,csm0805,CSM12_IS_W4,csm0805,
soep-is,soep-is-2012-haupt,Q233a,csm0806,CSM12_IS_W4,csm0806,
soep-is,soep-is-2012-haupt,Q233b,csm0807,CSM12_IS_W4,csm0807,
soep-is,soep-is-2012-haupt,Q233b,csm0808,CSM12_IS_W4,csm0808,
soep-is,soep-is-2012-haupt,Q233b,csm0809,CSM12_IS_W4,csm0809,
soep-is,soep-is-2012-haupt,Q233b,csm0810,CSM12_IS_W4,csm0810,
soep-is,soep-is-2012-haupt,Q233b,csm0811,CSM12_IS_W4,csm0811,
soep-is,soep-is-2012-haupt,Q233b,csm0812,CSM12_IS_W4,csm0812,
soep-is,soep-is-2012-haupt,Q234,,CSM12_IS_W4,csm0102,
soep-is,soep-is-2012-haupt,Q234,csm0101,CSM12_IS_W4,csm0101,
soep-is,soep-is-2012-haupt,Q235,,CSM12_IS_W4,csm02,
soep-is,soep-is-2012-haupt,Q236,,CSM12_IS_W4,csm03,
soep-is,soep-is-2012-haupt,Q237a,csm0401,CSM12_IS_W4,csm0401,
soep-is,soep-is-2012-haupt,Q237a,csm0402,CSM12_IS_W4,csm0402,
soep-is,soep-is-2012-haupt,Q237a,csm0403,CSM12_IS_W4,csm0403,
soep-is,soep-is-2012-haupt,Q237a,csm0404,CSM12_IS_W4,csm0404,
soep-is,soep-is-2012-haupt,Q237a,csm0405,CSM12_IS_W4,csm0405,
soep-is,soep-is-2012-haupt,Q237a,csm0406,CSM12_IS_W4,csm0406,
soep-is,soep-is-2012-haupt,Q237b,csm0407,CSM12_IS_W4,csm0407,
soep-is,soep-is-2012-haupt,Q237b,csm0408,CSM12_IS_W4,csm0408,
soep-is,soep-is-2012-haupt,Q237b,csm0409,CSM12_IS_W4,csm0409,
soep-is,soep-is-2012-haupt,Q237b,csm0410,CSM12_IS_W4,csm0410,
soep-is,soep-is-2012-haupt,Q237b,csm0411,CSM12_IS_W4,csm0411,
soep-is,soep-is-2012-haupt,Q237b,csm0412,CSM12_IS_W4,csm0412,
soep-is,soep-is-2012-haupt,Q238,q1drm_a,DRM12_IS_W4,Q1drm_a,
soep-is,soep-is-2012-haupt,Q239,,DRM12_IS_W4,Q2drm_24,
soep-is,soep-is-2012-haupt,Q239,,DRM12_IS_W4,Q2drm_2,
soep-is,soep-is-2012-haupt,Q239,,DRM12_IS_W4,Q2drm_22,
soep-is,soep-is-2012-haupt,Q239,,DRM12_IS_W4,Q2drm_14,
soep-is,soep-is-2012-haupt,Q239,,DRM12_IS_W4,Q2drm_17,
soep-is,soep-is-2012-haupt,Q239,,DRM12_IS_W4,Q2drm_29,
soep-is,soep-is-2012-haupt,Q239,,DRM12_IS_W4,Q2drm_11,
soep-is,soep-is-2012-haupt,Q239,,DRM12_IS_W4,Q2drm_30,
soep-is,soep-is-2012-haupt,Q239,,DRM12_IS_W4,Q2drm_13,
soep-is,soep-is-2012-haupt,Q239,,DRM12_IS_W4,Q2drm_20,
soep-is,soep-is-2012-haupt,Q239,,DRM12_IS_W4,Q2drm_4,
soep-is,soep-is-2012-haupt,Q239,,DRM12_IS_W4,Q2drm_27,
soep-is,soep-is-2012-haupt,Q239,,DRM12_IS_W4,Q2drm_18,
soep-is,soep-is-2012-haupt,Q239,,DRM12_IS_W4,Q2drm_16,
soep-is,soep-is-2012-haupt,Q239,,DRM12_IS_W4,Q2drm_25,
soep-is,soep-is-2012-haupt,Q239,,DRM12_IS_W4,Q2drm_19,
soep-is,soep-is-2012-haupt,Q239,,DRM12_IS_W4,Q2drm_28,
soep-is,soep-is-2012-haupt,Q239,,DRM12_IS_W4,Q2drm_6,
soep-is,soep-is-2012-haupt,Q239,,DRM12_IS_W4,Q2drm_10,
soep-is,soep-is-2012-haupt,Q239,,DRM12_IS_W4,Q2drm_23,
soep-is,soep-is-2012-haupt,Q239,,DRM12_IS_W4,Q2drm_8,
soep-is,soep-is-2012-haupt,Q239,,DRM12_IS_W4,Q2drm_21,
soep-is,soep-is-2012-haupt,Q239,,DRM12_IS_W4,Q2drm_12,
soep-is,soep-is-2012-haupt,Q239,,DRM12_IS_W4,Q2drm_3,
soep-is,soep-is-2012-haupt,Q239,,DRM12_IS_W4,Q2drm_1,
soep-is,soep-is-2012-haupt,Q239,,DRM12_IS_W4,Q2drm_26,
soep-is,soep-is-2012-haupt,Q239,,DRM12_IS_W4,Q2drm_15,
soep-is,soep-is-2012-haupt,Q239,,DRM12_IS_W4,Q2drm_5,
soep-is,soep-is-2012-haupt,Q239,,DRM12_IS_W4,Q2drm_7,
soep-is,soep-is-2012-haupt,Q239,,DRM12_IS_W4,Q2drm_9,
soep-is,soep-is-2012-haupt,Q239,q2drm_so,DRM12_IS_W4,Q2drm_19so,
soep-is,soep-is-2012-haupt,Q239,q2drm_so,DRM12_IS_W4,Q2drm_17so,
soep-is,soep-is-2012-haupt,Q239,q2drm_so,DRM12_IS_W4,Q2drm_10so,
soep-is,soep-is-2012-haupt,Q239,q2drm_so,DRM12_IS_W4,Q2drm_26so,
soep-is,soep-is-2012-haupt,Q239,q2drm_so,DRM12_IS_W4,Q2drm_4so,
soep-is,soep-is-2012-haupt,Q239,q2drm_so,DRM12_IS_W4,Q2drm_30so,
soep-is,soep-is-2012-haupt,Q239,q2drm_so,DRM12_IS_W4,Q2drm_3so,
soep-is,soep-is-2012-haupt,Q239,q2drm_so,DRM12_IS_W4,Q2drm_1so,
soep-is,soep-is-2012-haupt,Q239,q2drm_so,DRM12_IS_W4,Q2drm_21so,
soep-is,soep-is-2012-haupt,Q239,q2drm_so,DRM12_IS_W4,Q2drm_12so,
soep-is,soep-is-2012-haupt,Q239,q2drm_so,DRM12_IS_W4,Q2drm_25so,
soep-is,soep-is-2012-haupt,Q239,q2drm_so,DRM12_IS_W4,Q2drm_18so,
soep-is,soep-is-2012-haupt,Q239,q2drm_so,DRM12_IS_W4,Q2drm_27so,
soep-is,soep-is-2012-haupt,Q239,q2drm_so,DRM12_IS_W4,Q2drm_28so,
soep-is,soep-is-2012-haupt,Q239,q2drm_so,DRM12_IS_W4,Q2drm_8so,
soep-is,soep-is-2012-haupt,Q239,q2drm_so,DRM12_IS_W4,Q2drm_20so,
soep-is,soep-is-2012-haupt,Q239,q2drm_so,DRM12_IS_W4,Q2drm_11so,
soep-is,soep-is-2012-haupt,Q239,q2drm_so,DRM12_IS_W4,Q2drm_29so,
soep-is,soep-is-2012-haupt,Q239,q2drm_so,DRM12_IS_W4,Q2drm_24so,
soep-is,soep-is-2012-haupt,Q239,q2drm_so,DRM12_IS_W4,Q2drm_13so,
soep-is,soep-is-2012-haupt,Q239,q2drm_so,DRM12_IS_W4,Q2drm_2so,
soep-is,soep-is-2012-haupt,Q239,q2drm_so,DRM12_IS_W4,Q2drm_22so,
soep-is,soep-is-2012-haupt,Q239,q2drm_so,DRM12_IS_W4,Q2drm_14so,
soep-is,soep-is-2012-haupt,Q239,q2drm_so,DRM12_IS_W4,Q2drm_6so,
soep-is,soep-is-2012-haupt,Q239,q2drm_so,DRM12_IS_W4,Q2drm_16so,
soep-is,soep-is-2012-haupt,Q239,q2drm_so,DRM12_IS_W4,Q2drm_23so,
soep-is,soep-is-2012-haupt,Q239,q2drm_so,DRM12_IS_W4,Q2drm_5so,
soep-is,soep-is-2012-haupt,Q239,q2drm_so,DRM12_IS_W4,Q2drm_9so,
soep-is,soep-is-2012-haupt,Q239,q2drm_so,DRM12_IS_W4,Q2drm_7so,
soep-is,soep-is-2012-haupt,Q239,q2drm_so,DRM12_IS_W4,Q2drm_15so,
soep-is,soep-is-2012-haupt,Q24,he05,H12_IS_W4,he05,
soep-is,soep-is-2012-haupt,Q240,,DRM12_IS_W4,Q3drm_10s,
soep-is,soep-is-2012-haupt,Q240,,DRM12_IS_W4,Q3drm_5s,
soep-is,soep-is-2012-haupt,Q240,,DRM12_IS_W4,Q3drm_4s,
soep-is,soep-is-2012-haupt,Q240,,DRM12_IS_W4,Q3drm_14s,
soep-is,soep-is-2012-haupt,Q240,,DRM12_IS_W4,Q3drm_1s,
soep-is,soep-is-2012-haupt,Q240,,DRM12_IS_W4,Q3drm_18s,
soep-is,soep-is-2012-haupt,Q240,,DRM12_IS_W4,Q3drm_8s,
soep-is,soep-is-2012-haupt,Q240,,DRM12_IS_W4,Q3drm_25s,
soep-is,soep-is-2012-haupt,Q240,,DRM12_IS_W4,Q3drm_17s,
soep-is,soep-is-2012-haupt,Q240,,DRM12_IS_W4,Q3drm_15s,
soep-is,soep-is-2012-haupt,Q240,,DRM12_IS_W4,Q3drm_3s,
soep-is,soep-is-2012-haupt,Q240,,DRM12_IS_W4,Q3drm_24s,
soep-is,soep-is-2012-haupt,Q240,,DRM12_IS_W4,Q3drm_12s,
soep-is,soep-is-2012-haupt,Q240,,DRM12_IS_W4,Q3drm_22s,
soep-is,soep-is-2012-haupt,Q240,,DRM12_IS_W4,Q3drm_27s,
soep-is,soep-is-2012-haupt,Q240,,DRM12_IS_W4,Q3drm_19s,
soep-is,soep-is-2012-haupt,Q240,,DRM12_IS_W4,Q3drm_13s,
soep-is,soep-is-2012-haupt,Q240,,DRM12_IS_W4,Q3drm_11s,
soep-is,soep-is-2012-haupt,Q240,,DRM12_IS_W4,Q3drm_28s,
soep-is,soep-is-2012-haupt,Q240,,DRM12_IS_W4,Q3drm_23s,
soep-is,soep-is-2012-haupt,Q240,,DRM12_IS_W4,Q3drm_7s,
soep-is,soep-is-2012-haupt,Q240,,DRM12_IS_W4,Q3drm_30s,
soep-is,soep-is-2012-haupt,Q240,,DRM12_IS_W4,Q3drm_26s,
soep-is,soep-is-2012-haupt,Q240,,DRM12_IS_W4,Q3drm_6s,
soep-is,soep-is-2012-haupt,Q240,,DRM12_IS_W4,Q3drm_2s,
soep-is,soep-is-2012-haupt,Q240,,DRM12_IS_W4,Q3drm_21s,
soep-is,soep-is-2012-haupt,Q240,,DRM12_IS_W4,Q3drm_9s,
soep-is,soep-is-2012-haupt,Q240,,DRM12_IS_W4,Q3drm_29s,
soep-is,soep-is-2012-haupt,Q240,,DRM12_IS_W4,Q3drm_20s,
soep-is,soep-is-2012-haupt,Q240,,DRM12_IS_W4,Q3drm_16s,
soep-is,soep-is-2012-haupt,Q241,,DRM12_IS_W4,Q4drm_19e,
soep-is,soep-is-2012-haupt,Q241,,DRM12_IS_W4,Q4drm_21e,
soep-is,soep-is-2012-haupt,Q241,,DRM12_IS_W4,Q4drm_15e,
soep-is,soep-is-2012-haupt,Q241,,DRM12_IS_W4,Q4drm_7e,
soep-is,soep-is-2012-haupt,Q241,,DRM12_IS_W4,Q4drm_14e,
soep-is,soep-is-2012-haupt,Q241,,DRM12_IS_W4,Q4drm_12e,
soep-is,soep-is-2012-haupt,Q241,,DRM12_IS_W4,Q4drm_18e,
soep-is,soep-is-2012-haupt,Q241,,DRM12_IS_W4,Q4drm_28e,
soep-is,soep-is-2012-haupt,Q241,,DRM12_IS_W4,Q4drm_1e,
soep-is,soep-is-2012-haupt,Q241,,DRM12_IS_W4,Q4drm_8e,
soep-is,soep-is-2012-haupt,Q241,,DRM12_IS_W4,Q4drm_24e,
soep-is,soep-is-2012-haupt,Q241,,DRM12_IS_W4,Q4drm_27e,
soep-is,soep-is-2012-haupt,Q241,,DRM12_IS_W4,Q4drm_2e,
soep-is,soep-is-2012-haupt,Q241,,DRM12_IS_W4,Q4drm_10e,
soep-is,soep-is-2012-haupt,Q241,,DRM12_IS_W4,Q4drm_16e,
soep-is,soep-is-2012-haupt,Q241,,DRM12_IS_W4,Q4drm_4e,
soep-is,soep-is-2012-haupt,Q241,,DRM12_IS_W4,Q4drm_3e,
soep-is,soep-is-2012-haupt,Q241,,DRM12_IS_W4,Q4drm_11e,
soep-is,soep-is-2012-haupt,Q241,,DRM12_IS_W4,Q4drm_20e,
soep-is,soep-is-2012-haupt,Q241,,DRM12_IS_W4,Q4drm_17e,
soep-is,soep-is-2012-haupt,Q241,,DRM12_IS_W4,Q4drm_9e,
soep-is,soep-is-2012-haupt,Q241,,DRM12_IS_W4,Q4drm_25e,
