study,dataset,variable,label,concept,questionnaire,question,item,is_primary_key,basket_key,basket_is_default
soep-is,mic_inno2011,st_mlp_p_famki,,"",,,,,,false
soep-is,mic_inno2011,st_mlp_p_jufamki,,"",,,,,,false
soep-is,mic_inno2011,st_mlp_p_jupaare,,"",,,,,,false
soep-is,mic_inno2011,st_mlp_p_jusingle,,"",,,,,,false
soep-is,mic_inno2011,st_mlp_p_mehrpers,,"",,,,,,false
soep-is,mic_inno2011,st_mlp_p_paare,,"",,,,,,false
soep-is,mic_inno2011,st_mlp_p_singles,,"",,,,,,false
soep-is,mic_inno2011,st_mlt_k_primlt,,"",,,,,,false
soep-is,mic_inno2011,st_mlt_p_abenteur,,"",,,,,,false
soep-is,mic_inno2011,st_mlt_p_diszipli,,"",,,,,,false
soep-is,mic_inno2011,st_mlt_p_harmonis,,"",,,,,,false
soep-is,mic_inno2011,st_mlt_p_hedonist,,"",,,,,,false
soep-is,mic_inno2011,st_mlt_p_offene,,"",,,,,,false
soep-is,mic_inno2011,st_mlt_p_performe,,"",,,,,,false
soep-is,mic_inno2011,st_mlt_p_traditio,,"",,,,,,false
soep-is,mic_inno2011,st_mmm_k_dommig,,"",,,,,,false
soep-is,mic_inno2011,st_mmm_p_adi,,"",,,,,,false
soep-is,mic_inno2011,st_mmm_p_arb,,"",,,,,,false
soep-is,mic_inno2011,st_mmm_p_ent,,"",,,,,,false
soep-is,mic_inno2011,st_mmm_p_hed,,"",,,,,,false
soep-is,mic_inno2011,st_mmm_p_kos,,"",,,,,,false
soep-is,mic_inno2011,st_mmm_p_per,,"",,,,,,false
soep-is,mic_inno2011,st_mmm_p_rel,,"",,,,,,false
soep-is,mic_inno2011,st_mmm_p_sta,,"",,,,,,false
soep-is,mic_inno2011,st_mmm_w_mighaush,,"",,,,,,false
soep-is,mic_inno2011,st_mpm_k_dommarke,,"",,,,,,false
soep-is,mic_inno2011,st_mty_k_dommg,,"",,,,,,false
soep-is,mic_inno2011,st_mty_k_dommt,,"",,,,,,false
soep-is,mic_inno2011,st_muc_k_akademik,,"",,,,,,false
soep-is,mic_inno2011,st_wev_p_quote,,"",,,,,,false
soep-is,notdirectlydelivered11,hkind,,"",soep-is-2011,Q117A,4,,,false
soep-is,notdirectlydelivered11,hkx1,,"",soep-is-2011,Q115,1,,,false
soep-is,notdirectlydelivered11,hkx2,,"",soep-is-2011,Q115,2,,,false
soep-is,notdirectlydelivered11,hkx3,,"",soep-is-2011,Q115,3,,,false
soep-is,notdirectlydelivered11,hkx4,,"",soep-is-2011,Q115,4,,,false
soep-is,notdirectlydelivered11,hkx5,,"",soep-is-2011,Q115,5,,,false
soep-is,notdirectlydelivered11,hkx6,,"",soep-is-2011,Q115,6,,,false
soep-is,notdirectlydelivered11,hkx7,,"",soep-is-2011,Q115,7,,,false
soep-is,notdirectlydelivered11,hkx8,,"",soep-is-2011,Q115,8,,,false
soep-is,notdirectlydelivered11,hkx9,,"",soep-is-2011,Q115,9,,,false
soep-is,notdirectlydelivered11,hwohn09a2,,"",soep-is-2011,Q13.2,,,,false
soep-is,notdirectlydelivered11,hwohn09a3,,"",soep-is-2011,Q13.3,,,,false
soep-is,notdirectlydelivered11,hwohn09a4,,"",soep-is-2011,Q13.4,,,,false
soep-is,notdirectlydelivered11,hzins1dn,,"",soep-is-2011,Q36,2,,,false
soep-is,notdirectlydelivered11,pamt,,"",soep-is-2011,Q179,,,,false
soep-is,notdirectlydelivered11,pang,,"",soep-is-2011,Q178,,,,false
soep-is,notdirectlydelivered11,parb,,"",soep-is-2011,Q177,,,,false
soep-is,notdirectlydelivered11,paz08bin,,"",soep-is-2011,Q187.1,1,,,false
soep-is,notdirectlydelivered11,pazubi,,"",soep-is-2011,Q180,,,,false
soep-is,notdirectlydelivered11,psstq165b2,,"",soep-is-2011,Q165b2,,,,false
soep-is,notdirectlydelivered11,psstq165c2,,"",soep-is-2011,Q165c2,,,,false
soep-is,notdirectlydelivered11,varend,,"",soep-is-2011,END,1,,,false
soep-is,notdirectlydelivered11,varq165,,"",soep-is-2011,Q165,,,,false
soep-is,notdirectlydelivered11,varq174,,"",soep-is-2011,Q174,,,,false
soep-is,notdirectlydelivered11,varq246,,"",soep-is-2011,Q246,,,,false
soep-is,notdirectlydelivered11,x,,"",soep-is-2011,Q175,,,,false
soep-is,notdirectlydelivered11,znettox2,,"",soep-is-2011,Q47N2,,,,false
soep-is,notdirectlydelivered11,znettox3,,"",soep-is-2011,Q47N3,,,,false
soep-is,notdirectlydelivered11,znettox4,,"",soep-is-2011,Q47N4,,,,false
soep-is,notdirectlydelivered11,znettox5,,"",soep-is-2011,Q47N5,,,,false
soep-is,notdirectlydelivered12,hzins1ka,,"",soep-is-2012-haupt,Q34,2,,,false
soep-is,notdirectlydelivered12,kwohn1,,"",,,,,,false
soep-is,notdirectlydelivered12,kwohn2,,"",,,,,,false
soep-is,notdirectlydelivered12,kwohn3,,"",,,,,,false
soep-is,notdirectlydelivered12,kwohn4,,"",,,,,,false
soep-is,notdirectlydelivered12,l1no,,"",,,,,,false
soep-is,notdirectlydelivered12,lsab7y,,"",soep-is-2012-haupt,Q163,,,,false
soep-is,notdirectlydelivered12,palo_ohne_lela,,"",soep-is-2012-haupt,Q178,,,,false
soep-is,notdirectlydelivered12,znettox2,,"",soep-is-2012-haupt,Q47,,,,false
soep-is,notdirectlydelivered12,znettox3,,"",soep-is-2012-haupt,Q48,,,,false
soep-is,notdirectlydelivered12,znettox4,,"",soep-is-2012-haupt,Q49,,,,false
soep-is,notdirectlydelivered12,znettox5,,"",soep-is-2012-haupt,Q50,,,,false
soep-is,p,cid,,"",,,,,,false
soep-is,p,hid,,"",,,,,,false
soep-is,p,hlk0005,,"",,,,,,false
soep-is,p,intid,,"",,,,,,false
soep-is,p,iyear,,"",,,,,,false
soep-is,p,pab0001,,"",,,,,,false
soep-is,p,pab0002,,"",,,,,,false
soep-is,p,pab0004,,"",,,,,,false
soep-is,p,pab0005,,"",,,,,,false
soep-is,p,pab0006,,"",,,,,,false
soep-is,p,pab0007,,"",,,,,,false
soep-is,p,pab0008,,"",,,,,,false
soep-is,p,pab0009,,"",,,,,,false
soep-is,p,pab0010,,"",,,,,,false
soep-is,p,pab0011,,"",,,,,,false
soep-is,p,pab0012,,"",,,,,,false
soep-is,p,pab0013,,"",,,,,,false
soep-is,p,pdauer1,,"",,,,,,false
soep-is,p,pdauer2,,"",,,,,,false
soep-is,p,pid,,"",,,,,,false
soep-is,p,pinta,,"",,,,,,false
soep-is,p,pla0009,,"",,,,,,false
soep-is,p,pla0011,,"",,,,,,false
soep-is,p,pla0012,,"",,,,,,false
soep-is,p,pla0013,,"",,,,,,false
soep-is,p,pla0014,,"",,,,,,false
soep-is,p,plb0016,,"",,,,,,false
soep-is,p,plb0017,,"",,,,,,false
soep-is,p,plb0018,,"",,,,,,false
soep-is,p,plb0019,,"",,,,,,false
soep-is,p,plb0020,,"",,,,,,false
soep-is,p,plb0021,,"",,,,,,false
soep-is,p,plb0022,,"",,,,,,false
soep-is,p,plb0024,,"",,,,,,false
soep-is,p,plb0026,,"",,,,,,false
soep-is,p,plb0031,,"",,,,,,false
soep-is,p,plb0032,,"",,,,,,false
soep-is,p,plb0033,,"",,,,,,false
soep-is,p,plb0034,,"",,,,,,false
soep-is,p,plb0035,,"",,,,,,false
soep-is,p,plb0036,,"",,,,,,false
soep-is,p,plb0037,,"",,,,,,false
soep-is,p,plb0038,,"",,,,,,false
soep-is,p,plb0040,,"",,,,,,false
soep-is,p,plb0041,,"",,,,,,false
soep-is,p,plb0049,,"",,,,,,false
soep-is,p,plb0050,,"",,,,,,false
soep-is,p,plb0054,,"",,,,,,false
soep-is,p,plb0055,,"",,,,,,false
soep-is,p,plb0058,,"",,,,,,false
soep-is,p,plb0059,,"",,,,,,false
soep-is,p,plb0060,,"",,,,,,false
soep-is,p,plb0061,,"",,,,,,false
soep-is,p,plb0062,,"",,,,,,false
soep-is,p,plb0063,,"",,,,,,false
soep-is,p,plb0064,,"",,,,,,false
soep-is,p,plb0065,,"",,,,,,false
soep-is,p,plb0066,,"",,,,,,false
soep-is,p,plb0067,,"",,,,,,false
soep-is,p,plb0068,,"",,,,,,false
soep-is,p,plb0069,,"",,,,,,false
soep-is,p,plb0072,,"",,,,,,false
soep-is,p,plb0073,,"",,,,,,false
soep-is,p,plb0076,,"",,,,,,false
soep-is,p,plb0077,,"",,,,,,false
soep-is,p,plb0078,,"",,,,,,false
soep-is,p,plb0079,,"",,,,,,false
soep-is,p,plb0084,,"",,,,,,false
soep-is,p,plb0085,,"",,,,,,false
soep-is,p,plb0086,,"",,,,,,false
soep-is,p,plb0087,,"",,,,,,false
soep-is,p,plb0088,,"",,,,,,false
soep-is,p,plb0089,,"",,,,,,false
soep-is,p,plb0090,,"",,,,,,false
soep-is,p,plb0091,,"",,,,,,false
soep-is,p,plb0092,,"",,,,,,false
soep-is,p,plb0093,,"",,,,,,false
soep-is,p,plb0094,,"",,,,,,false
soep-is,p,plb0095,,"",,,,,,false
soep-is,p,plb0096,,"",,,,,,false
soep-is,p,plb0097,,"",,,,,,false
soep-is,p,plb0098,,"",,,,,,false
soep-is,p,plb0099,,"",,,,,,false
soep-is,p,plb0100,,"",,,,,,false
soep-is,p,plb0101,,"",,,,,,false
soep-is,p,plb0102,,"",,,,,,false
soep-is,p,plb0103,,"",,,,,,false
soep-is,p,plb0107,,"",,,,,,false
soep-is,p,plb0108,,"",,,,,,false
soep-is,p,plb0109,,"",,,,,,false
soep-is,p,plb0110,,"",,,,,,false
soep-is,p,plb0111,,"",,,,,,false
soep-is,p,plb0112,,"",,,,,,false
soep-is,p,plb0113,,"",,,,,,false
soep-is,p,plb0114,,"",,,,,,false
soep-is,p,plb0115,,"",,,,,,false
soep-is,p,plb0116,,"",,,,,,false
soep-is,p,plb0117,,"",,,,,,false
soep-is,p,plb0118,,"",,,,,,false
soep-is,p,plb0119,,"",,,,,,false
soep-is,p,plb0120,,"",,,,,,false
soep-is,p,plb0121,,"",,,,,,false
soep-is,p,plb0122,,"",,,,,,false
soep-is,p,plb0123,,"",,,,,,false
soep-is,p,plb0124,,"",,,,,,false
soep-is,p,plb0125,,"",,,,,,false
soep-is,p,plb0126,,"",,,,,,false
soep-is,p,plb0127,,"",,,,,,false
soep-is,p,plb0128,,"",,,,,,false
soep-is,p,plb0129,,"",,,,,,false
soep-is,p,plb0130,,"",,,,,,false
soep-is,p,plb0131,,"",,,,,,false
soep-is,p,plb0132,,"",,,,,,false
soep-is,p,plb0133,,"",,,,,,false
soep-is,p,plb0134,,"",,,,,,false
soep-is,p,plb0135,,"",,,,,,false
soep-is,p,plb0136,,"",,,,,,false
soep-is,p,plb0137,,"",,,,,,false
soep-is,p,plb0147,,"",,,,,,false
soep-is,p,plb0148,,"",,,,,,false
soep-is,p,plb0149,,"",,,,,,false
soep-is,p,plb0150,,"",,,,,,false
soep-is,p,plb0151,,"",,,,,,false
soep-is,p,plb0152,,"",,,,,,false
soep-is,p,plb0153,,"",,,,,,false
soep-is,p,plb0154,,"",,,,,,false
soep-is,p,plb0155,,"",,,,,,false
soep-is,p,plb0156,,"",,,,,,false
soep-is,p,plb0157,,"",,,,,,false
soep-is,p,plb0158,,"",,,,,,false
soep-is,p,plb0159,,"",,,,,,false
soep-is,p,plb0175,,"",,,,,,false
soep-is,p,plb0176,,"",,,,,,false
soep-is,p,plb0179,,"",,,,,,false
soep-is,p,plb0180,,"",,,,,,false
soep-is,p,plb0181,,"",,,,,,false
soep-is,p,plb0182,,"",,,,,,false
soep-is,p,plb0183,,"",,,,,,false
soep-is,p,plb0184,,"",,,,,,false
soep-is,p,plb0185,,"",,,,,,false
soep-is,p,plb0186,,"",,,,,,false
soep-is,p,plb0187,,"",,,,,,false
soep-is,p,plb0188,,"",,,,,,false
soep-is,p,plb0192,,"",,,,,,false
soep-is,p,plb0193,,"",,,,,,false
soep-is,p,plb0194,,"",,,,,,false
soep-is,p,plb0195,,"",,,,,,false
soep-is,p,plb0196,,"",,,,,,false
soep-is,p,plb0197,,"",,,,,,false
soep-is,p,plb0198,,"",,,,,,false
soep-is,p,plb0209,,"",,,,,,false
soep-is,p,plb0210,,"",,,,,,false
soep-is,p,plb0211,,"",,,,,,false
soep-is,p,plb0212,,"",,,,,,false
soep-is,p,plb0213,,"",,,,,,false
soep-is,p,plb0214,,"",,,,,,false
soep-is,p,plb0215,,"",,,,,,false
soep-is,p,plb0216,,"",,,,,,false
soep-is,p,plb0217,,"",,,,,,false
soep-is,p,plb0218,,"",,,,,,false
soep-is,p,plb0219,,"",,,,,,false
soep-is,p,plb0220,,"",,,,,,false
soep-is,p,plb0240,,"",,,,,,false
soep-is,p,plb0241,,"",,,,,,false
soep-is,p,plb0269,,"",,,,,,false
soep-is,p,plb0270,,"",,,,,,false
soep-is,p,plb0271,,"",,,,,,false
soep-is,p,plb0272,,"",,,,,,false
soep-is,p,plb0273,,"",,,,,,false
soep-is,p,plb0274,,"",,,,,,false
soep-is,p,plb0275,,"",,,,,,false
soep-is,p,plb0276,,"",,,,,,false
soep-is,p,plb0282,,"",,,,,,false
soep-is,p,plb0283,,"",,,,,,false
soep-is,p,plb0284,,"",,,,,,false
soep-is,p,plb0295,,"",,,,,,false
soep-is,p,plb0296,,"",,,,,,false
soep-is,p,plb0297,,"",,,,,,false
soep-is,p,plb0298,,"",,,,,,false
soep-is,p,plb0299,,"",,,,,,false
soep-is,p,plb0300,,"",,,,,,false
soep-is,p,plb0301,,"",,,,,,false
soep-is,p,plb0302,,"",,,,,,false
soep-is,p,plb0304,,"",,,,,,false
soep-is,p,plb0305,,"",,,,,,false
soep-is,p,plb0331,,"",,,,,,false
soep-is,p,plb0332,,"",,,,,,false
soep-is,p,plb0333,,"",,,,,,false
soep-is,p,plb0334,,"",,,,,,false
soep-is,p,plb0335,,"",,,,,,false
soep-is,p,plb0336,,"",,,,,,false
soep-is,p,plb0337,,"",,,,,,false
soep-is,p,plb0338,,"",,,,,,false
soep-is,p,plb0349,,"",,,,,,false
soep-is,p,plb0350,,"",,,,,,false
soep-is,p,plb0351,,"",,,,,,false
soep-is,p,plb0352,,"",,,,,,false
soep-is,p,plb0353,,"",,,,,,false
soep-is,p,plb0354,,"",,,,,,false
soep-is,p,plb0355,,"",,,,,,false
soep-is,p,plb0356,,"",,,,,,false
soep-is,p,plb0357,,"",,,,,,false
soep-is,p,plb0358,,"",,,,,,false
soep-is,p,plb0362,,"",,,,,,false
soep-is,p,plb0382,,"",,,,,,false
soep-is,p,plb0383,,"",,,,,,false
soep-is,p,plb0384,,"",,,,,,false
soep-is,p,plb0385,,"",,,,,,false
soep-is,p,plb0386,,"",,,,,,false
soep-is,p,plb0387,,"",,,,,,false
soep-is,p,plb0388,,"",,,,,,false
soep-is,p,plb0389,,"",,,,,,false
soep-is,p,plb0390,,"",,,,,,false
soep-is,p,plb0391,,"",,,,,,false
soep-is,p,plb0392,,"",,,,,,false
soep-is,p,plb0393,,"",,,,,,false
soep-is,p,plb0394,,"",,,,,,false
soep-is,p,plb0395,,"",,,,,,false
soep-is,p,plb0396,,"",,,,,,false
soep-is,p,plb0397,,"",,,,,,false
soep-is,p,plb0398,,"",,,,,,false
soep-is,p,plb0401,,"",,,,,,false
soep-is,p,plb0402,,"",,,,,,false
soep-is,p,plb0403,,"",,,,,,false
soep-is,p,plb0404,,"",,,,,,false
soep-is,p,plb0405,,"",,,,,,false
soep-is,p,plb0406,,"",,,,,,false
soep-is,p,plb0407,,"",,,,,,false
soep-is,p,plb0408,,"",,,,,,false
soep-is,p,plb0411,,"",,,,,,false
soep-is,p,plb0412,,"",,,,,,false
soep-is,p,plb0414,,"",,,,,,false
soep-is,p,plb0415,,"",,,,,,false
soep-is,p,plb0416,,"",,,,,,false
soep-is,p,plb0417,,"",,,,,,false
soep-is,p,plb0418,,"",,,,,,false
soep-is,p,plb0419,,"",,,,,,false
soep-is,p,plb0420,,"",,,,,,false
soep-is,p,plb0421,,"",,,,,,false
soep-is,p,plb0422,,"",,,,,,false
soep-is,p,plb0423,,"",,,,,,false
soep-is,p,plb0424,,"",,,,,,false
soep-is,p,plb0425,,"",,,,,,false
soep-is,p,plb0426,,"",,,,,,false
soep-is,p,plb0427,,"",,,,,,false
soep-is,p,plb0428,,"",,,,,,false
soep-is,p,plb0429,,"",,,,,,false
soep-is,p,plb0430,,"",,,,,,false
soep-is,p,plb0432,,"",,,,,,false
soep-is,p,plb0433,,"",,,,,,false
soep-is,p,plb0434,,"",,,,,,false
soep-is,p,plb0435,,"",,,,,,false
soep-is,p,plb0436,,"",,,,,,false
soep-is,p,plb0437,,"",,,,,,false
soep-is,p,plb0438,,"",,,,,,false
soep-is,p,plb0439,,"",,,,,,false
soep-is,p,plb0440,,"",,,,,,false
soep-is,p,plb0441,,"",,,,,,false
soep-is,p,plb0442,,"",,,,,,false
soep-is,p,plb0443,,"",,,,,,false
soep-is,p,plb0460,,"",,,,,,false
soep-is,p,plb0471,,"",,,,,,false
soep-is,p,plb0474,,"",,,,,,false
soep-is,p,plb0477,,"",,,,,,false
soep-is,p,plb0478,,"",,,,,,false
soep-is,p,plb0479,,"",,,,,,false
soep-is,p,plb0482,,"",,,,,,false
soep-is,p,plb0483,,"",,,,,,false
soep-is,p,plb0484,,"",,,,,,false
soep-is,p,plc0008,,"",,,,,,false
soep-is,p,plc0009,,"",,,,,,false
soep-is,p,plc0010,,"",,,,,,false
soep-is,p,plc0011,,"",,,,,,false
soep-is,p,plc0013,,"",,,,,,false
soep-is,p,plc0014,,"",,,,,,false
soep-is,p,plc0015,,"",,,,,,false
soep-is,p,plc0016,,"",,,,,,false
soep-is,p,plc0017,,"",,,,,,false
soep-is,p,plc0023,,"",,,,,,false
soep-is,p,plc0024,,"",,,,,,false
soep-is,p,plc0025,,"",,,,,,false
soep-is,p,plc0026,,"",,,,,,false
soep-is,p,plc0027,,"",,,,,,false
soep-is,p,plc0028,,"",,,,,,false
soep-is,p,plc0029,,"",,,,,,false
soep-is,p,plc0030,,"",,,,,,false
soep-is,p,plc0031,,"",,,,,,false
soep-is,p,plc0032,,"",,,,,,false
soep-is,p,plc0033,,"",,,,,,false
soep-is,p,plc0034,,"",,,,,,false
soep-is,p,plc0035,,"",,,,,,false
soep-is,p,plc0036,,"",,,,,,false
soep-is,p,plc0037,,"",,,,,,false
soep-is,p,plc0038,,"",,,,,,false
soep-is,p,plc0039,,"",,,,,,false
soep-is,p,plc0040,,"",,,,,,false
soep-is,p,plc0041,,"",,,,,,false
soep-is,p,plc0042,,"",,,,,,false
soep-is,p,plc0043,,"",,,,,,false
soep-is,p,plc0044,,"",,,,,,false
soep-is,p,plc0045,,"",,,,,,false
soep-is,p,plc0046,,"",,,,,,false
soep-is,p,plc0047,,"",,,,,,false
soep-is,p,plc0048,,"",,,,,,false
soep-is,p,plc0049,,"",,,,,,false
soep-is,p,plc0050,,"",,,,,,false
soep-is,p,plc0051,,"",,,,,,false
soep-is,p,plc0052,,"",,,,,,false
soep-is,p,plc0053,,"",,,,,,false
soep-is,p,plc0054,,"",,,,,,false
soep-is,p,plc0055,,"",,,,,,false
soep-is,p,plc0056,,"",,,,,,false
soep-is,p,plc0057,,"",,,,,,false
soep-is,p,plc0058,,"",,,,,,false
soep-is,p,plc0061,,"",,,,,,false
soep-is,p,plc0062,,"",,,,,,false
soep-is,p,plc0064,,"",,,,,,false
soep-is,p,plc0065,,"",,,,,,false
soep-is,p,plc0066,,"",,,,,,false
soep-is,p,plc0067,,"",,,,,,false
soep-is,p,plc0068,,"",,,,,,false
soep-is,p,plc0069,,"",,,,,,false
soep-is,p,plc0070,,"",,,,,,false
soep-is,p,plc0073,,"",,,,,,false
soep-is,p,plc0074,,"",,,,,,false
soep-is,p,plc0075,,"",,,,,,false
soep-is,p,plc0091,,"",,,,,,false
soep-is,p,plc0111,,"",,,,,,false
soep-is,p,plc0112,,"",,,,,,false
soep-is,p,plc0113,,"",,,,,,false
soep-is,p,plc0114,,"",,,,,,false
soep-is,p,plc0115,,"",,,,,,false
soep-is,p,plc0116,,"",,,,,,false
soep-is,p,plc0117,,"",,,,,,false
soep-is,p,plc0126,,"",,,,,,false
soep-is,p,plc0128,,"",,,,,,false
soep-is,p,plc0129,,"",,,,,,false
soep-is,p,plc0130,,"",,,,,,false
soep-is,p,plc0131,,"",,,,,,false
soep-is,p,plc0132,,"",,,,,,false
soep-is,p,plc0133,,"",,,,,,false
soep-is,p,plc0134,,"",,,,,,false
soep-is,p,plc0135,,"",,,,,,false
soep-is,p,plc0136,,"",,,,,,false
soep-is,p,plc0137,,"",,,,,,false
soep-is,p,plc0138,,"",,,,,,false
soep-is,p,plc0139,,"",,,,,,false
soep-is,p,plc0140,,"",,,,,,false
soep-is,p,plc0141,,"",,,,,,false
soep-is,p,plc0142,,"",,,,,,false
soep-is,p,plc0152,,"",,,,,,false
soep-is,p,plc0153,,"",,,,,,false
soep-is,p,plc0154,,"",,,,,,false
soep-is,p,plc0155,,"",,,,,,false
soep-is,p,plc0156,,"",,,,,,false
soep-is,p,plc0157,,"",,,,,,false
soep-is,p,plc0158,,"",,,,,,false
soep-is,p,plc0159,,"",,,,,,false
soep-is,p,plc0160,,"",,,,,,false
soep-is,p,plc0161,,"",,,,,,false
soep-is,p,plc0162,,"",,,,,,false
soep-is,p,plc0167,,"",,,,,,false
soep-is,p,plc0168,,"",,,,,,false
soep-is,p,plc0169,,"",,,,,,false
soep-is,p,plc0170,,"",,,,,,false
soep-is,p,plc0171,,"",,,,,,false
soep-is,p,plc0172,,"",,,,,,false
soep-is,p,plc0173,,"",,,,,,false
soep-is,p,plc0174,,"",,,,,,false
soep-is,p,plc0175,,"",,,,,,false
soep-is,p,plc0176,,"",,,,,,false
soep-is,p,plc0177,,"",,,,,,false
soep-is,p,plc0178,,"",,,,,,false
soep-is,p,plc0179,,"",,,,,,false
soep-is,p,plc0180,,"",,,,,,false
soep-is,p,plc0181,,"",,,,,,false
soep-is,p,plc0182,,"",,,,,,false
soep-is,p,plc0183,,"",,,,,,false
soep-is,p,plc0184,,"",,,,,,false
soep-is,p,plc0185,,"",,,,,,false
soep-is,p,plc0186,,"",,,,,,false
soep-is,p,plc0187,,"",,,,,,false
soep-is,p,plc0188,,"",,,,,,false
soep-is,p,plc0189,,"",,,,,,false
soep-is,p,plc0190,,"",,,,,,false
soep-is,p,plc0198,,"",,,,,,false
soep-is,p,plc0200,,"",,,,,,false
soep-is,p,plc0201,,"",,,,,,false
soep-is,p,plc0202,,"",,,,,,false
soep-is,p,plc0203,,"",,,,,,false
soep-is,p,plc0204,,"",,,,,,false
soep-is,p,plc0205,,"",,,,,,false
soep-is,p,plc0220,,"",,,,,,false
soep-is,p,plc0223,,"",,,,,,false
soep-is,p,plc0224,,"",,,,,,false
soep-is,p,plc0226,,"",,,,,,false
soep-is,p,plc0227,,"",,,,,,false
soep-is,p,plc0228,,"",,,,,,false
soep-is,p,plc0229,,"",,,,,,false
soep-is,p,plc0230,,"",,,,,,false
soep-is,p,plc0231,,"",,,,,,false
soep-is,p,plc0232,,"",,,,,,false
soep-is,p,plc0233,,"",,,,,,false
soep-is,p,plc0234,,"",,,,,,false
soep-is,p,plc0235,,"",,,,,,false
soep-is,p,plc0236,,"",,,,,,false
soep-is,p,plc0238,,"",,,,,,false
soep-is,p,plc0240,,"",,,,,,false
soep-is,p,plc0242,,"",,,,,,false
soep-is,p,plc0243,,"",,,,,,false
soep-is,p,plc0245,,"",,,,,,false
soep-is,p,plc0247,,"",,,,,,false
soep-is,p,plc0249,,"",,,,,,false
soep-is,p,plc0251,,"",,,,,,false
soep-is,p,plc0252,,"",,,,,,false
soep-is,p,plc0253,,"",,,,,,false
soep-is,p,plc0254,,"",,,,,,false
soep-is,p,plc0255,,"",,,,,,false
soep-is,p,plc0256,,"",,,,,,false
soep-is,p,plc0268,,"",,,,,,false
soep-is,p,plc0270,,"",,,,,,false
soep-is,p,plc0272,,"",,,,,,false
soep-is,p,plc0273,,"",,,,,,false
soep-is,p,plc0274,,"",,,,,,false
soep-is,p,plc0275,,"",,,,,,false
soep-is,p,plc0276,,"",,,,,,false
soep-is,p,plc0278,,"",,,,,,false
soep-is,p,plc0279,,"",,,,,,false
soep-is,p,plc0281,,"",,,,,,false
soep-is,p,plc0283,,"",,,,,,false
soep-is,p,plc0285,,"",,,,,,false
soep-is,p,plc0286,,"",,,,,,false
soep-is,p,plc0288,,"",,,,,,false
soep-is,p,plc0290,,"",,,,,,false
soep-is,p,plc0307,,"",,,,,,false
soep-is,p,plc0308,,"",,,,,,false
soep-is,p,plc0309,,"",,,,,,false
soep-is,p,plc0310,,"",,,,,,false
soep-is,p,plc0311,,"",,,,,,false
soep-is,p,plc0312,,"",,,,,,false
soep-is,p,plc0313,,"",,,,,,false
soep-is,p,plc0314,,"",,,,,,false
soep-is,p,plc0315,,"",,,,,,false
soep-is,p,plc0316,,"",,,,,,false
soep-is,p,plc0317,,"",,,,,,false
soep-is,p,plc0318,,"",,,,,,false
soep-is,p,plc0319,,"",,,,,,false
soep-is,p,plc0326,,"",,,,,,false
soep-is,p,plc0327,,"",,,,,,false
soep-is,p,plc0328,,"",,,,,,false
soep-is,p,plc0329,,"",,,,,,false
soep-is,p,plc0330,,"",,,,,,false
soep-is,p,plc0331,,"",,,,,,false
soep-is,p,plc0332,,"",,,,,,false
soep-is,p,plc0333,,"",,,,,,false
soep-is,p,plc0334,,"",,,,,,false
soep-is,p,plc0335,,"",,,,,,false
soep-is,p,plc0336,,"",,,,,,false
soep-is,p,plc0337,,"",,,,,,false
soep-is,p,plc0338,,"",,,,,,false
soep-is,p,plc0339,,"",,,,,,false
soep-is,p,plc0340,,"",,,,,,false
soep-is,p,plc0341,,"",,,,,,false
soep-is,p,plc0342,,"",,,,,,false
soep-is,p,plc0343,,"",,,,,,false
soep-is,p,plc0344,,"",,,,,,false
soep-is,p,plc0345,,"",,,,,,false
soep-is,p,plc0346,,"",,,,,,false
soep-is,p,plc0347,,"",,,,,,false
soep-is,p,plc0348,,"",,,,,,false
soep-is,p,plc0349,,"",,,,,,false
soep-is,p,plc0350,,"",,,,,,false
soep-is,p,plc0351,,"",,,,,,false
soep-is,p,plc0352,,"",,,,,,false
soep-is,p,plc0353,,"",,,,,,false
soep-is,p,plc0354,,"",,,,,,false
soep-is,p,plc0355,,"",,,,,,false
soep-is,p,plc0356,,"",,,,,,false
soep-is,p,plc0357,,"",,,,,,false
soep-is,p,plc0358,,"",,,,,,false
soep-is,p,plc0359,,"",,,,,,false
soep-is,p,plc0360,,"",,,,,,false
soep-is,p,plc0361,,"",,,,,,false
soep-is,p,plc0362,,"",,,,,,false
soep-is,p,plc0363,,"",,,,,,false
soep-is,p,plc0364,,"",,,,,,false
soep-is,p,plc0365,,"",,,,,,false
soep-is,p,plc0366,,"",,,,,,false
soep-is,p,plc0367,,"",,,,,,false
soep-is,p,plc0368,,"",,,,,,false
soep-is,p,plc0369,,"",,,,,,false
soep-is,p,plc0370,,"",,,,,,false
soep-is,p,plc0371,,"",,,,,,false
soep-is,p,plc0372,,"",,,,,,false
soep-is,p,plc0373,,"",,,,,,false
soep-is,p,plc0374,,"",,,,,,false
soep-is,p,plc0375,,"",,,,,,false
soep-is,p,plc0376,,"",,,,,,false
soep-is,p,plc0377,,"",,,,,,false
soep-is,p,plc0378,,"",,,,,,false
soep-is,p,plc0379,,"",,,,,,false
soep-is,p,plc0380,,"",,,,,,false
soep-is,p,plc0381,,"",,,,,,false
soep-is,p,plc0382,,"",,,,,,false
soep-is,p,plc0383,,"",,,,,,false
soep-is,p,plc0384,,"",,,,,,false
soep-is,p,plc0385,,"",,,,,,false
soep-is,p,plc0386,,"",,,,,,false
