study,questionnaire,answer_list,value,label,label_de,,
soep-is,soep-is-2012-haupt,lv09,7,Don't know,Weiß nicht,2324,lv09
soep-is,soep-is-2012-haupt,lv09,-1,No answer,Kein Angabe,2325,lv09
soep-is,soep-is-2012-haupt,lv10,1,Lower level,Einfacher Dienst,2326,lv10
soep-is,soep-is-2012-haupt,lv10,2,Middle level,Mittlerer Dienst,2327,lv10
soep-is,soep-is-2012-haupt,lv10,3,Upper level,Gehobener Dienst,2328,lv10
soep-is,soep-is-2012-haupt,lv10,4,Executive level,Höherer Dienst,2329,lv10
soep-is,soep-is-2012-haupt,lv10,5,Don't know,Weiß nicht,2330,lv10
soep-is,soep-is-2012-haupt,lv10,-1,No answer,Kein Angabe,2331,lv10
soep-is,soep-is-2012-haupt,lv11,1,Self-employed farmer without employees,Selbständiger Landwirt ohne Beschäftigte,2332,lv11
soep-is,soep-is-2012-haupt,lv11,2,Self-employed farmer with employees,Selbständiger Landwirt mit Beschäftigte,2333,lv11
soep-is,soep-is-2012-haupt,lv11,3,Freelance professional or academic without employees,"Freie Berufe, selbständiger Akademiker ohne Beschäftigte",2334,lv11
soep-is,soep-is-2012-haupt,lv11,4,Freelance professional or academic with employees,"Freie Berufe, selbständiger Akademiker mit Beschäftigte",2335,lv11
soep-is,soep-is-2012-haupt,lv11,5,Other self-employed professional without employees,Sonstige Selbständiger ohne Beschäftigte,2336,lv11
soep-is,soep-is-2012-haupt,lv11,6,Other self-employed professional with employees,Sonstige Selbständiger mit Beschäftigte,2337,lv11
soep-is,soep-is-2012-haupt,lv11,7,Assisting self-employed family member,Mithelfender Familienangehöriger,2338,lv11
soep-is,soep-is-2012-haupt,lv11,8,Don't know,Weiß nicht,2339,lv11
soep-is,soep-is-2012-haupt,lv11,-1,No answer,Kein Angabe,2340,lv11
soep-is,soep-is-2012-haupt,lm03a,1,Yes,Ja,2341,lm03a
soep-is,soep-is-2012-haupt,lm03a,2,No,Nein,2342,lm03a
soep-is,soep-is-2012-haupt,lm03a,-1,No answer,Kein Angabe,2343,lm03a
soep-is,soep-is-2012-haupt,lm04,1,Yes,Ja,2344,lm04
soep-is,soep-is-2012-haupt,lm04,2,No,Nein,2345,lm04
soep-is,soep-is-2012-haupt,lm04,-1,No answer,Kein Angabe,2346,lm04
soep-is,soep-is-2012-haupt,lm05,1,None,Keinen Schulabschluss,2347,lm05
soep-is,soep-is-2012-haupt,lm05,2,Lower track (Volksschule / Hauptschule / 8th grade GDR),Volks- oder Hauptschulabschluss; DDR: 8. Klasse POS,2348,lm05
soep-is,soep-is-2012-haupt,lm05,3,Intermediate track (Mittlere Reife / Realschule / 10th grade GDR),"Mittlere Reife, Realschulabschluss; DDR: 10. Klasse POS",2349,lm05
soep-is,soep-is-2012-haupt,lm05,4,Upper track (Abitur / Hochschulreife / EOS),"Abitur, Hochschulreife; DDR: EOS",2350,lm05
soep-is,soep-is-2012-haupt,lm05,5,Other type of school,Anderen Schulabschluss,2351,lm05
soep-is,soep-is-2012-haupt,lm05,6,Don't know,Weiß nicht,2352,lm05
soep-is,soep-is-2012-haupt,lm05,-1,No answer,Kein Angabe,2353,lm05
soep-is,soep-is-2012-haupt,lm06,1,"Yes, vocational training","Ja, berufliche Ausbildung",2354,lm06
soep-is,soep-is-2012-haupt,lm06,2,"Yes, university degree","Ja, Hochschulstudium",2355,lm06
soep-is,soep-is-2012-haupt,lm06,3,"No, he did not complete training or a university degree","Nein, keine abgeschlossene Ausbildung",2356,lm06
soep-is,soep-is-2012-haupt,lm06,4,Don't know,Weiß nicht,2357,lm06
soep-is,soep-is-2012-haupt,lm06,-1,No answer,Kein Angabe,2358,lm06
soep-is,soep-is-2012-haupt,lm12,1,"Blue-collar worker, also in agriculture","Arbeiterin, auch in der Landwirtschaft",2359,lm12
soep-is,soep-is-2012-haupt,lm12,2,White-collar worker,Angestellte,2360,lm12
soep-is,soep-is-2012-haupt,lm12,3,Civil servant or public administration employee (including judges and professional soldiers),Beamtin einschließlich Richterin und Berufssoldatin,2361,lm12
soep-is,soep-is-2012-haupt,lm12,4,Self-employed (also those working for a self-employed family member),Selbständige beziehungsweise mithelfende Familienangehörige,2362,lm12
soep-is,soep-is-2012-haupt,lm12,5,Was not employed,War nicht erwerbstätig,2363,lm12
soep-is,soep-is-2012-haupt,lm12,6,Was deceased,War verstorben,2364,lm12
soep-is,soep-is-2012-haupt,lm12,7,Don't know,Weiß nicht,2365,lm12
soep-is,soep-is-2012-haupt,lm12,-1,No answer,Kein Angabe,2366,lm12
soep-is,soep-is-2012-haupt,lm08,1,Unskilled worker (ungelernt),Ungelernte Arbeiterin,2367,lm08
soep-is,soep-is-2012-haupt,lm08,2,Semi-skilled worker (angelernt),Angelernte Arbeiterin,2368,lm08
soep-is,soep-is-2012-haupt,lm08,3,Trained worker (gelernter Arbeiter) or skilled worker (Facharbeiter),Gelernte und Facharbeiterin,2369,lm08
soep-is,soep-is-2012-haupt,lm08,4,Foreman / forewoman (Vorarbeiter / Kolonnenführer),"Vorarbeiterin, Kolonnenführerin",2370,lm08
soep-is,soep-is-2012-haupt,lm08,5,Master craftsperson (Meister / Polierer),"Meister, Polier",2371,lm08
soep-is,soep-is-2012-haupt,lm08,6,Don't know,Weiß nicht,2372,lm08
soep-is,soep-is-2012-haupt,lm08,-1,No answer,Kein Angabe,2373,lm08
soep-is,soep-is-2012-haupt,lm09,1,"Industry or factory foreman / forewoman (Industriemeister, Werkmeister) in a salaried position",Industrie- und Werkmeisterin im Angestelltenverhältnis,2374,lm09
soep-is,soep-is-2012-haupt,lm09,2,Salaried employee engaged in unskilled activities (Angestellter mit einfacher Tätigkeit) without completed training/education,Angestellte mit einfacher Tätigkeit - ohne Ausbildungsabschluss,2375,lm09
soep-is,soep-is-2012-haupt,lm09,3,Salaried employee engaged in unskilled activities (Angestellter mit einfacher Tätigkeit) with completed training/education,Angestellte mit einfacher Tätigkeit - mit Ausbildungsabschluss,2376,lm09
soep-is,soep-is-2012-haupt,lm09,4,"Salaried employee engaged in skilled activities (Angestellter mit qualifizierter Tätigkeit) (e.g., executive officer, bookkeeper, technical draftsperson)","Angestellte mit qualifizierter Tätigkeit (z.B. Sachbearbeiterin, Buchhalterin, technische Zeichnerin)",2377,lm09
soep-is,soep-is-2012-haupt,lm09,5,"Salaried employee engaged in highly skilled activities (Angestellter mit hochqualifizierter Tätigkeit) or managerial functions (e.g., scientist, engineer, department head)","Angestellte mit hochqualifizierter Tätigkeit oder Leitungsfunktion (z.B. wissenschaftlicher Mitarbeiter, Ingenieur, Abteilungsleiter)",2378,lm09
soep-is,soep-is-2012-haupt,lm09,6,"Salaried employee with extensive managerial duties (Angestellter mit umfassenden Führungsaufgaben) (e.g., managing director, head of a large firm or association)","Angestellte mit umfassenden Führungsaufgaben (z.B. Direktorin, Geschäftsführerin, Vorstand größerer Betriebe und Verbände)",2379,lm09
soep-is,soep-is-2012-haupt,lm09,7,Don't know,Weiß nicht,2380,lm09
soep-is,soep-is-2012-haupt,lm09,-1,No answer,Kein Angabe,2381,lm09
soep-is,soep-is-2012-haupt,lm10,1,Lower level,Einfacher Dienst,2382,lm10
soep-is,soep-is-2012-haupt,lm10,2,Middle level,Mittlerer Dienst,2383,lm10
soep-is,soep-is-2012-haupt,lm10,3,Upper level,Gehobener Dienst,2384,lm10
soep-is,soep-is-2012-haupt,lm10,4,Executive level,Höherer Dienst,2385,lm10
soep-is,soep-is-2012-haupt,lm10,5,Don't know,Weiß nicht,2386,lm10
soep-is,soep-is-2012-haupt,lm10,-1,No answer,Kein Angabe,2387,lm10
soep-is,soep-is-2012-haupt,lm11,1,Self-employed farmer without employees,Selbständige Landwirtin ohne Beschäftigte,2388,lm11
soep-is,soep-is-2012-haupt,lm11,2,Self-employed farmer with employees,Selbständige Landwirtin mit Beschäftigte,2389,lm11
soep-is,soep-is-2012-haupt,lm11,3,Freelance professional or academic without employees,"Freie Berufe, selbständige Akademikerin ohne Beschäftigte",2390,lm11
soep-is,soep-is-2012-haupt,lm11,4,Freelance professional or academic with employees,"Freie Berufe, selbständige Akademikerin mit Beschäftigte",2391,lm11
soep-is,soep-is-2012-haupt,lm11,5,Other self-employed professional without employees,Sonstige Selbständige ohne Beschäftigte,2392,lm11
soep-is,soep-is-2012-haupt,lm11,6,Other self-employed professional with employees,Sonstige Selbständige mit Beschäftigte,2393,lm11
soep-is,soep-is-2012-haupt,lm11,7,Assisting self-employed family member,Mithelfende Familienangehörige,2394,lm11
soep-is,soep-is-2012-haupt,lm11,8,Don't know,Weiß nicht,2395,lm11
soep-is,soep-is-2012-haupt,lm11,-1,No answer,Kein Angabe,2396,lm11
soep-is,soep-is-2012-haupt,lrelneu,1,Yes,Ja,2397,lrelneu
soep-is,soep-is-2012-haupt,lrelneu,2,No,Nein,2398,lrelneu
soep-is,soep-is-2012-haupt,lrelneu,-1,No answer,Keine Angabe,2399,lrelneu
soep-is,soep-is-2012-haupt,lrel,1,Catholic,Katholisch,2400,lrel
soep-is,soep-is-2012-haupt,lrel,2,Protestant,Evangelisch,2401,lrel
soep-is,soep-is-2012-haupt,lrel,3,Member of another Christian denomination or religious community,Mitglied einer anderen christlichen Religionsgemeinschaft,2402,lrel
soep-is,soep-is-2012-haupt,lrel,4,Member of an Islamic religious community,Mitglied einer islamischen Religionsgemeinschaft,2403,lrel
soep-is,soep-is-2012-haupt,lrel,5,Member of another religious community,Mitglied einer anderen Religionsgemeinschaft,2404,lrel
soep-is,soep-is-2012-haupt,lrel,-1,No answer,Keine Angabe,2405,lrel
soep-is,soep-is-2012-haupt,pges01,1,Very good,Sehr gut,2406,pges01
soep-is,soep-is-2012-haupt,pges01,2,Good,Gut,2407,pges01
soep-is,soep-is-2012-haupt,pges01,3,Satisfactory,Zufriedenstellend,2408,pges01
soep-is,soep-is-2012-haupt,pges01,4,Poor,Weniger gut,2409,pges01
soep-is,soep-is-2012-haupt,pges01,5,Bad,Schlecht,2410,pges01
soep-is,soep-is-2012-haupt,pges01,-1,No answer,Kein Angabe,2411,pges01
soep-is,soep-is-2012-haupt,pges x,1,Always,Immer,2412,pges x
soep-is,soep-is-2012-haupt,pges x,2,Often ,Oft,2413,pges x
soep-is,soep-is-2012-haupt,pges x,3,Sometimes,Manchmal,2414,pges x
soep-is,soep-is-2012-haupt,pges x,4,Rarely,Selten,2415,pges x
soep-is,soep-is-2012-haupt,pges x,5,Never,Nie,2416,pges x
soep-is,soep-is-2012-haupt,pges x,-1,No answer,Kein Angabe,2417,pges x
soep-is,soep-is-2012-haupt,pges02,1,Greatly ,Stark,2418,pges02
soep-is,soep-is-2012-haupt,pges02,2,Somewhat,Ein wenig,2419,pges02
soep-is,soep-is-2012-haupt,pges02,3,Not at all,Gar nicht,2420,pges02
soep-is,soep-is-2012-haupt,pges02,-1,No answer,Kein Angabe,2421,pges02
soep-is,soep-is-2012-haupt,pbeh1,1,Yes,Ja,2422,pbeh1
soep-is,soep-is-2012-haupt,pbeh1,2,No,Nein,2423,pbeh1
soep-is,soep-is-2012-haupt,pbeh1,-1,No answer,Kein Angabe,2424,pbeh1
soep-is,soep-is-2012-haupt,pkr1,1,Yes,Ja,2425,pkr1
soep-is,soep-is-2012-haupt,pkr1,2,No,Nein,2426,pkr1
soep-is,soep-is-2012-haupt,pkr1,-1,No answer,Kein Angabe,2427,pkr1
soep-is,soep-is-2012-haupt,pkv01,1,In a statutory insurance,In einer gesetzlichen Krankenversicherung,2428,pkv01
soep-is,soep-is-2012-haupt,pkv01,2,Private insurance only,Ausschließlich privat versichert,2429,pkv01
soep-is,soep-is-2012-haupt,pkv01,-1,No answer,Kein Angabe,2430,pkv01
soep-is,soep-is-2012-haupt,pzule1,0,0 completely dissatisfied,0 ganz und gar unzufrieden,2431,pzule1
soep-is,soep-is-2012-haupt,pzule1,1,1,1,2432,pzule1
soep-is,soep-is-2012-haupt,pzule1,2,2,2,2433,pzule1
soep-is,soep-is-2012-haupt,pzule1,3,3,3,2434,pzule1
soep-is,soep-is-2012-haupt,pzule1,4,4,4,2435,pzule1
soep-is,soep-is-2012-haupt,pzule1,5,5,5,2436,pzule1
soep-is,soep-is-2012-haupt,pzule1,6,6,6,2437,pzule1
soep-is,soep-is-2012-haupt,pzule1,7,7,7,2438,pzule1
soep-is,soep-is-2012-haupt,pzule1,8,8,8,2439,pzule1
soep-is,soep-is-2012-haupt,pzule1,9,9,9,2440,pzule1
soep-is,soep-is-2012-haupt,pzule1,10,10 completely satisfied,10 ganz und gar zufrieden,2441,pzule1
soep-is,soep-is-2012-haupt,pzule1,-1,No answer,Kein Angabe,2442,pzule1
soep-is,soep-is-2012-haupt,q120a5,1,Yes,Ja,2443,q120a5
soep-is,soep-is-2012-haupt,q120a5,2,No,Nein,2444,q120a5
soep-is,soep-is-2012-haupt,hkmo,1,January,Januar,2445,hkmo
soep-is,soep-is-2012-haupt,hkmo,2,February,Februar,2446,hkmo
soep-is,soep-is-2012-haupt,hkmo,3,March,März,2447,hkmo
soep-is,soep-is-2012-haupt,hkmo,4,April,April,2448,hkmo
soep-is,soep-is-2012-haupt,hkmo,5,May,Mai,2449,hkmo
soep-is,soep-is-2012-haupt,hkmo,6,June,Juni,2450,hkmo
soep-is,soep-is-2012-haupt,hkmo,7,July,Juli,2451,hkmo
soep-is,soep-is-2012-haupt,hkmo,8,August,August,2452,hkmo
soep-is,soep-is-2012-haupt,hkmo,9,September,September,2453,hkmo
soep-is,soep-is-2012-haupt,hkmo,10,October,Oktober,2454,hkmo
soep-is,soep-is-2012-haupt,hkmo,11,November,November,2455,hkmo
soep-is,soep-is-2012-haupt,hkmo,12,December,Dezember,2456,hkmo
soep-is,soep-is-2012-aufwuchs,W02,1,Right household,Richtiger Haushalt,2457,W02
soep-is,soep-is-2012-aufwuchs,W02,2,Wrong household,Falscher Haushalt,2458,W02
soep-is,soep-is-2012-aufwuchs,W03a,1,Perform interview,Interview durchführen,2459,W03a
soep-is,soep-is-2012-aufwuchs,W03a,2, Entering an outage,Ausfall erfassen,2460,W03a
soep-is,soep-is-2012-aufwuchs,Wum1,1,"No, no language problems","Nein, keine Sprachprobleme",2461,Wum1
soep-is,soep-is-2012-aufwuchs,Wum1,2,"Yes, some language problems","Ja, gewisse Sprachprobleme",2462,Wum1
soep-is,soep-is-2012-aufwuchs,Wum1,3,"Yes, big language problems","Ja, große Sprachprobleme",2463,Wum1
soep-is,soep-is-2012-aufwuchs,Wum2,1,"Very good, in upscale condition","Sehr gut, in gehobenem Zustand",2464,Wum2
soep-is,soep-is-2012-aufwuchs,Wum2,2,"No specific abnormalities, in good condition","Keine besonderen Auffälligkeiten, guter Zustand",2465,Wum2
soep-is,soep-is-2012-aufwuchs,Wum2,3,"Mixed impression, partial untended condition","Gemischter Eindruck, teilweiser ungepflegter Zustand",2466,Wum2
soep-is,soep-is-2012-aufwuchs,Wum2,4,"Rather run down, makes bedraggled  impression","Eher heruntergekommen, macht verwahrlosten Eindruck",2467,Wum2
soep-is,soep-is-2012-aufwuchs,Wum2,-1,No answer,Keine Angabe,2468,Wum2
soep-is,soep-is-2012-aufwuchs,Wum3,1,"Very good, in upscale condition","Sehr gut, in gehobenem Zustand",2469,Wum3
soep-is,soep-is-2012-aufwuchs,Wum3,2,"No specific abnormalities, in good condition","Keine besonderen Auffälligkeiten, guter Zustand",2470,Wum3
soep-is,soep-is-2012-aufwuchs,Wum3,3,"Mixed impression, partial untended condition","Gemischter Eindruck, teilweiser ungepflegter Zustand",2471,Wum3
soep-is,soep-is-2012-aufwuchs,Wum3,4,"Rather run down, makes bedraggled  impression","Eher heruntergekommen, macht verwahrlosten Eindruck",2472,Wum3
soep-is,soep-is-2012-aufwuchs,Wum3,-1,No answer,Keine Angabe,2473,Wum3
soep-is,soep-is-2012-aufwuchs,Wum5,1,very safe and comfortable,Sehr sicher und angenehm,2474,Wum5
soep-is,soep-is-2012-aufwuchs,Wum5,2,mostly safe and comfortable,Überwiegend sicher und angenehm,2475,Wum5
soep-is,soep-is-2012-aufwuchs,Wum5,3,"rather not safe, rather uncomfortable","Eher nicht sicher, eher unangenehm",2476,Wum5
soep-is,soep-is-2012-aufwuchs,Wum5,4,"very uncomfortable, partly forbidding","Sehr unangenehm, teilweise bedrohlich",2477,Wum5
soep-is,soep-is-2012-aufwuchs,Wum5,-1,No answer,Keine Angabe,2478,Wum5
soep-is,soep-is-2012-aufwuchs,A000C,1,male,männlich,2479,A000C
soep-is,soep-is-2012-aufwuchs,A000C,2,female,weiblich,2480,A000C
soep-is,soep-is-2012-aufwuchs,A000A,1,Person number/ name/ year of birth /sex,Personennummer/Name/ Geburtsjahr/ Geschlecht,2481,A000A
soep-is,soep-is-2012-aufwuchs,A000A,2,Other person in houshold,Andere Person im Haushalt,2482,A000A
soep-is,soep-is-2012-aufwuchs,A000A,3,Wrong household,Falscher Haushalt,2483,A000A
soep-is,soep-is-2012-aufwuchs,hh,1,Answer questions about the houshold,Fragen zum Haushalt beantworten,2486,hh
soep-is,soep-is-2012-aufwuchs,hh,2,Skip questions about the houshold,Fragen zum Haushalt überspringen,2487,hh
soep-is,soep-is-2012-aufwuchs,film01,1,"Yes, I have already seen the film","Ja, ich habe den Film bereits gesehen",2488,film01
soep-is,soep-is-2012-aufwuchs,film01,2,"Yes, another person in the household has already seen the film","Ja, eine andere Person im Haushalt hat den Film bereits gesehen",2489,film01
soep-is,soep-is-2012-aufwuchs,film01,3,No,Nein,2490,film01
soep-is,soep-is-2012-aufwuchs,film02,1,Show film,Film zeigen,2491,film02
soep-is,soep-is-2012-aufwuchs,film02,2,Don't show film,Film nicht zeigen,2492,film02
soep-is,soep-is-2012-aufwuchs,hhtyp,1,Farm house,Landwirtschaftliches Wohngebäude,2493,hhtyp
soep-is,soep-is-2012-aufwuchs,hhtyp,2,Free standing one or two family house,Freistehendes Ein- oder Zweifamilienhaus,2494,hhtyp
soep-is,soep-is-2012-aufwuchs,hhtyp,3,One or two family house as row or double house,Ein- oder  Zweifamilienhaus als Reihenhaus oder Doppelhaus,2495,hhtyp
soep-is,soep-is-2012-aufwuchs,hhtyp,4,Building with 3 to 4 flats,Wohnhaus mit 3 bis 4 Wohnungen,2496,hhtyp
soep-is,soep-is-2012-aufwuchs,hhtyp,5,Building with 5 to 8 flats,Wohnhaus mit 5 bis 8 Wohnungen,2497,hhtyp
soep-is,soep-is-2012-aufwuchs,hhtyp,6,Building with 9 or more flats (but no more than 8 floors/stories),"Wohnhaus mit 9 und mehr Wohnungen, aber höchstens 8 Stockwerken, also kein Hochhaus",2498,hhtyp
soep-is,soep-is-2012-aufwuchs,hhtyp,7,High-rise (9 or more floors/stories),Hochhaus mit 9 und mehr Stockwerken,2499,hhtyp
soep-is,soep-is-2012-aufwuchs,hhtyp,-1,No answer,Keine Angabe,2500,hhtyp
soep-is,soep-is-2012-aufwuchs,hheim,11,Yes,Ja,2501,hheim
soep-is,soep-is-2012-aufwuchs,hheim,1,No,Nein,2502,hheim
soep-is,soep-is-2012-aufwuchs,hheim,-1,No answer,Keine Angabe,2503,hheim
soep-is,soep-is-2012-aufwuchs,hwohn09,1,Before 1919,vor 1919,2504,hwohn09
soep-is,soep-is-2012-aufwuchs,hwohn09,2,1919 to 1948,1919 bis 1948,2505,hwohn09
soep-is,soep-is-2012-aufwuchs,hwohn09,3,1949 to 1971,1949 bis 1971,2506,hwohn09
soep-is,soep-is-2012-aufwuchs,hwohn09,4,1972 to 1980,1972 bis 1980,2507,hwohn09
soep-is,soep-is-2012-aufwuchs,hwohn09,5,1981 to 1990,1981 bis 1990,2508,hwohn09
soep-is,soep-is-2012-aufwuchs,hwohn09,6,1991 to 2000,1991 bis 2000,2509,hwohn09
soep-is,soep-is-2012-aufwuchs,hwohn09,7,2001 to 2010,2001 bis 2010,2510,hwohn09
soep-is,soep-is-2012-aufwuchs,hwohn09,8,2011 and later,2011 und später,2511,hwohn09
soep-is,soep-is-2012-aufwuchs,hwohn09,-1,No answer,Keine Angabe,2512,hwohn09
soep-is,soep-is-2012-aufwuchs,131972,1972,1972,1972,2513,131972
soep-is,soep-is-2012-aufwuchs,131972,1973,1973,1973,2514,131972
soep-is,soep-is-2012-aufwuchs,131972,1974,1974,1974,2515,131972
soep-is,soep-is-2012-aufwuchs,131972,1975,1975,1975,2516,131972
soep-is,soep-is-2012-aufwuchs,131972,1976,1976,1976,2517,131972
soep-is,soep-is-2012-aufwuchs,131972,1977,1977,1977,2518,131972
soep-is,soep-is-2012-aufwuchs,131972,1978,1978,1978,2519,131972
soep-is,soep-is-2012-aufwuchs,131972,1979,1979,1979,2520,131972
soep-is,soep-is-2012-aufwuchs,131972,1980,1980,1980,2521,131972
soep-is,soep-is-2012-aufwuchs,131972,98,No,Nein,2522,131972
soep-is,soep-is-2012-aufwuchs,131972,99,No answer,Keine Angabe,2523,131972
soep-is,soep-is-2012-aufwuchs,131981,1981,1981,1981,2524,131981
soep-is,soep-is-2012-aufwuchs,131981,1982,1982,1982,2525,131981
soep-is,soep-is-2012-aufwuchs,131981,1983,1983,1983,2526,131981
soep-is,soep-is-2012-aufwuchs,131981,1984,1984,1984,2527,131981
soep-is,soep-is-2012-aufwuchs,131981,1985,1985,1985,2528,131981
soep-is,soep-is-2012-aufwuchs,131981,1986,1986,1986,2529,131981
soep-is,soep-is-2012-aufwuchs,131981,1987,1987,1987,2530,131981
soep-is,soep-is-2012-aufwuchs,131981,1988,1988,1988,2531,131981
soep-is,soep-is-2012-aufwuchs,131981,1989,1989,1989,2532,131981
soep-is,soep-is-2012-aufwuchs,131981,1990,1990,1990,2533,131981
soep-is,soep-is-2012-aufwuchs,131981,98,No,Nein,2534,131981
soep-is,soep-is-2012-aufwuchs,131981,99,No answer,Keine Angabe,2535,131981
soep-is,soep-is-2012-aufwuchs,131991,1991,1991,1991,2536,131991
soep-is,soep-is-2012-aufwuchs,131991,1992,1992,1992,2537,131991
soep-is,soep-is-2012-aufwuchs,131991,1993,1993,1993,2538,131991
soep-is,soep-is-2012-aufwuchs,131991,1994,1994,1994,2539,131991
soep-is,soep-is-2012-aufwuchs,131991,1995,1995,1995,2540,131991
soep-is,soep-is-2012-aufwuchs,131991,1996,1996,1996,2541,131991
soep-is,soep-is-2012-aufwuchs,131991,1997,1997,1997,2542,131991
soep-is,soep-is-2012-aufwuchs,131991,1998,1998,1998,2543,131991
soep-is,soep-is-2012-aufwuchs,131991,1999,1999,1999,2544,131991
soep-is,soep-is-2012-aufwuchs,131991,2000,2000,2000,2545,131991
soep-is,soep-is-2012-aufwuchs,131991,98,No,Nein,2546,131991
soep-is,soep-is-2012-aufwuchs,131991,99,No answer,Keine Angabe,2547,131991
soep-is,soep-is-2012-aufwuchs,132001,2001,2001,2001,2548,132001
soep-is,soep-is-2012-aufwuchs,132001,2002,2002,2002,2549,132001
soep-is,soep-is-2012-aufwuchs,132001,2003,2003,2003,2550,132001
soep-is,soep-is-2012-aufwuchs,132001,2004,2004,2004,2551,132001
soep-is,soep-is-2012-aufwuchs,132001,2005,2005,2005,2552,132001
soep-is,soep-is-2012-aufwuchs,132001,2006,2006,2006,2553,132001
soep-is,soep-is-2012-aufwuchs,132001,2007,2007,2007,2554,132001
soep-is,soep-is-2012-aufwuchs,132001,2008,2008,2008,2555,132001
soep-is,soep-is-2012-aufwuchs,132001,2009,2009,2009,2556,132001
soep-is,soep-is-2012-aufwuchs,132001,2010,2010,2010,2557,132001
soep-is,soep-is-2012-aufwuchs,132001,98,No,Nein,2558,132001
soep-is,soep-is-2012-aufwuchs,132001,99,No answer,Keine Angabe,2559,132001
